date,Flow_cmd,Flow_In_cms
11/16/2011,5045034.502,58.39160304
11/17/2011,5028250.994,58.19734947
11/18/2011,4702146.94,54.42299699
11/19/2011,4776669.631,55.28552813
11/20/2011,4450492.179,51.51032614
11/21/2011,4210874.57,48.73697419
11/22/2011,4137795.358,47.89114998
11/23/2011,3907132.216,45.22143768
11/24/2011,3991685.867,46.2000679
11/25/2011,3713779.35,42.9835573
11/26/2011,3540292.678,40.9756097
11/27/2011,3334927.127,38.5986936
11/28/2011,2207936.567,25.55482138
11/29/2011,1317113.945,15.24437437
11/30/2011,1675879.783,19.39675675
12/1/2011,1901747.638,22.01096803
12/2/2011,1659781.316,19.2104319
12/3/2011,1688920.031,19.54768554
12/4/2011,1729117.267,20.01293133
12/5/2011,2092458.202,24.21826622
12/6/2011,1780470.888,20.60730194
12/7/2011,1601283.695,18.5333761
12/8/2011,1112531.298,12.87651965
12/9/2011,1800312.616,20.83695157
12/10/2011,3425499.354,39.64698326
12/11/2011,3967440.303,45.91944795
12/12/2011,3356554.855,38.84901452
12/13/2011,3031894.28,35.09136898
12/14/2011,2961750.959,34.27952499
12/15/2011,1202785.47,13.92112813
12/16/2011,1756347.653,20.32809784
12/17/2011,1775112.888,20.54528805
12/18/2011,1740689.57,20.14687002
12/19/2011,1417399.077,16.40508191
12/20/2011,1543911.498,17.86934605
12/21/2011,1942580.984,22.4835762
12/22/2011,1950801.478,22.5787208
12/23/2011,1746536.885,20.21454728
12/24/2011,1507237.331,17.44487652
12/25/2011,1214284.375,14.0542173
12/26/2011,1376394.471,15.93049156
12/27/2011,1245527.145,14.41582344
12/28/2011,931729.3653,10.78390469
12/29/2011,1075783.733,12.45120062
12/30/2011,991156.6853,11.47172089
12/31/2011,864081.5514,10.00094388
1/1/2012,1726205.842,19.97923429
1/2/2012,18593.97415,0.215208034
1/3/2012,1250126.707,14.46905911
1/4/2012,1216290.567,14.07743712
1/5/2012,1520840.291,17.60231818
1/6/2012,1532608.319,17.73852222
1/7/2012,1041091.292,12.04966773
1/8/2012,993065.0142,11.49380803
1/9/2012,1004074.604,11.62123384
1/10/2012,863787.9624,9.997545861
1/11/2012,1011463.262,11.70675072
1/12/2012,1050290.416,12.15613908
1/13/2012,1001628.029,11.592917
1/14/2012,1091441.817,12.63242844
1/15/2012,1250395.83,14.47217396
1/16/2012,480140.4509,5.557181145
1/17/2012,943717.5855,10.92265724
1/18/2012,1441106.394,16.67947215
1/19/2012,2632808.877,30.47232496
1/20/2012,2680566.031,31.02506981
1/21/2012,2462404.89,28.5000566
1/22/2012,2161573.961,25.01821714
1/23/2012,1725618.664,19.97243824
1/24/2012,1946911.422,22.53369702
1/25/2012,2116850.56,24.50058518
1/26/2012,1993151.7,23.06888542
1/27/2012,2125682.698,24.602809
1/28/2012,2289921.314,26.50371891
1/29/2012,1790452.916,20.72283468
1/30/2012,1733643.432,20.0653175
1/31/2012,1634116.739,18.91338818
2/1/2012,1636954.766,18.94623572
2/2/2012,2184645.168,25.285245
2/3/2012,2002717.811,23.17960429
2/4/2012,1971793.096,22.82167935
2/5/2012,1969786.904,22.79845953
2/6/2012,2038413.348,23.59274708
2/7/2012,1553281.883,17.97779957
2/8/2012,2087540.585,24.16134936
2/9/2012,1979866.795,22.91512494
2/10/2012,1515115.304,17.53605676
2/11/2012,1678399.756,19.4259231
2/12/2012,2198737.443,25.44835004
2/13/2012,1798893.602,20.8205278
2/14/2012,2457193.684,28.43974171
2/15/2012,2220438.569,25.69952047
2/16/2012,2149169.823,24.87465073
2/17/2012,2430721.737,28.13335343
2/18/2012,2191617.909,25.36594802
2/19/2012,2505880.537,29.00324696
2/20/2012,2140337.685,24.77242691
2/21/2012,2051013.212,23.73857884
2/22/2012,2026351.73,23.45314503
2/23/2012,2258727.476,26.14267912
2/24/2012,2605602.957,30.15744163
2/25/2012,2351159.1,27.21248958
2/26/2012,2042107.677,23.63550552
2/27/2012,1875789.471,21.71052629
2/28/2012,1685299.099,19.50577661
2/29/2012,2047318.883,23.6958204
3/1/2012,1911289.282,22.12140373
3/2/2012,2367624.553,27.40306196
3/3/2012,1472275.766,17.04022878
3/4/2012,1701177.375,19.68955295
3/5/2012,1778024.312,20.5789851
3/6/2012,1852302.346,21.43868456
3/7/2012,1528767.196,17.69406477
3/8/2012,1311070.904,15.17443176
3/9/2012,1262702.105,14.6146077
3/10/2012,1701642.224,19.69493315
3/11/2012,1978105.261,22.89473681
3/12/2012,2503923.277,28.98059348
3/13/2012,2012479.647,23.29258851
3/14/2012,1503029.221,17.39617154
3/15/2012,1024234.387,11.85456466
3/16/2012,837903.1931,9.697953624
3/17/2012,1472080.04,17.03796343
3/18/2012,1134770.67,13.13391979
3/19/2012,263324.926,3.0477422
3/20/2012,691916.0302,8.008287387
3/21/2012,1154832.589,13.36611793
3/22/2012,845071.6594,9.780921984
3/23/2012,154794.8348,1.791606884
3/24/2012,725091.5946,8.392263827
3/25/2012,830857.0555,9.616401105
3/26/2012,411073.6233,4.757796566
3/27/2012,257746.7338,2.983179789
3/28/2012,182172.0152,2.108472398
3/29/2012,603888.2421,6.989447246
3/30/2012,347878.5769,4.026372418
3/31/2012,405960.2804,4.698614356
4/1/2012,484617.6842,5.609000975
4/2/2012,259141.2819,2.999320392
4/3/2012,306458.0529,3.546968205
4/4/2012,414670.0893,4.79942233
4/5/2012,237317.828,2.74673412
4/6/2012,333639.5072,3.861568371
4/7/2012,205145.3596,2.374367587
4/8/2012,203090.2361,2.350581436
4/9/2012,181071.0562,2.095729817
4/10/2012,135320.0935,1.566204785
4/11/2012,85409.95232,0.988541115
4/12/2012,246663.7466,2.854904474
4/13/2012,176177.9051,2.039096124
4/14/2012,251972.8155,2.916352031
4/15/2012,377408.7438,4.368156757
4/16/2012,275875.8586,3.193007623
4/17/2012,201132.9757,2.327927959
4/18/2012,59378.38851,0.687249867
4/19/2012,33297.89318,0.385392282
4/20/2012,204166.7293,2.363040849
4/21/2012,760566.9401,8.802858103
4/22/2012,1824974.097,21.12238538
4/23/2012,687438.797,7.956467558
4/24/2012,1512399.605,17.50462506
4/25/2012,1485316.014,17.19115757
4/26/2012,1551031.033,17.95174807
4/27/2012,1062743.486,12.30027183
4/28/2012,1056333.458,12.22608169
4/29/2012,903569.2807,10.45797779
4/30/2012,808911.2729,9.362398991
5/1/2012,505780.5627,5.853941698
5/2/2012,1188864.455,13.76000527
5/3/2012,432309.899,5.003586794
5/4/2012,583190.213,6.749886724
5/5/2012,85679.07563,0.991655968
5/6/2012,921306.9534,10.66327492
5/7/2012,430083.5153,4.977818464
5/8/2012,556008.7586,6.435286558
5/9/2012,1449326.888,16.77461676
5/10/2012,993847.9184,11.50286943
5/11/2012,541500.5656,6.267367658
5/12/2012,1317701.123,15.25117041
5/13/2012,1328955.371,15.3814279
5/14/2012,1475382.917,17.07619117
5/15/2012,1878627.499,21.74337383
5/16/2012,2933003.696,33.94680204
5/17/2012,2681618.059,31.03724605
5/18/2012,2722011.021,31.50475719
5/19/2012,3395895.79,39.30434942
5/20/2012,2561271.008,29.64434037
5/21/2012,2416996.448,27.97449592
5/22/2012,1877746.732,21.73317977
5/23/2012,2950863.698,34.15351502
5/24/2012,1765620.174,20.43541869
5/25/2012,2641469.754,30.5725666
5/26/2012,3024848.142,35.00981646
5/27/2012,2549135.993,29.50388881
5/28/2012,3003440.606,34.76204405
5/29/2012,3022572.827,34.9834818
5/30/2012,3002413.045,34.75015098
5/31/2012,3643880.687,42.17454499
6/1/2012,3480449.441,40.28297964
6/2/2012,3434649.546,39.75288827
6/3/2012,4362635.651,50.49346818
6/4/2012,3916673.86,45.33187339
6/5/2012,2714157.514,31.41386011
6/6/2012,1934336.024,22.38814843
6/7/2012,1982044.247,22.94032694
6/8/2012,2097596.01,24.2777316
6/9/2012,2833477.003,32.79487272
6/10/2012,2559362.679,29.62225323
6/11/2012,2284098.464,26.43632482
6/12/2012,2991819.372,34.62753903
6/13/2012,1729141.733,20.0132145
6/14/2012,2070512.419,23.96426411
6/15/2012,1745068.94,20.19755717
6/16/2012,1642288.301,19.00796645
6/17/2012,1557905.911,18.03131841
6/18/2012,1586653.173,18.36404136
6/19/2012,1469217.547,17.00483272
6/20/2012,1575227.665,18.23180168
6/21/2012,2475591.932,28.6526844
6/22/2012,1717422.636,19.87757681
6/23/2012,3380164.309,39.12227209
6/24/2012,3589835.833,41.54902585
6/25/2012,7965731.924,92.19597134
6/26/2012,10470340.24,121.1844935
6/27/2012,11990593.35,138.7800157
6/28/2012,10683926.29,123.6565542
6/29/2012,9602417.567,111.1390922
6/30/2012,9432331.635,109.170505
7/1/2012,6071299.547,70.26967068
7/2/2012,4722331.188,54.65661097
7/3/2012,4021803.212,46.54864828
7/4/2012,4602302.192,53.26738648
7/5/2012,4996200.854,57.82639878
7/6/2012,4063835.38,47.03513171
7/7/2012,4318841.949,49.98659663
7/8/2012,3102771.573,35.91170803
7/9/2012,2602397.943,30.12034656
7/10/2012,2658179.865,30.76597066
7/11/2012,2539227.362,29.38920558
7/12/2012,3350389.485,38.77765607
7/13/2012,3666805.1,42.43987384
7/14/2012,3740936.339,43.29787429
7/15/2012,4226263.53,48.91508715
7/16/2012,4750711.464,54.98508639
7/17/2012,7274941.318,84.2007097
7/18/2012,7218058.437,83.54234302
7/19/2012,6194827.146,71.69938827
7/20/2012,4971074.524,57.53558476
7/21/2012,4502946.759,52.11743934
7/22/2012,3706561.953,42.9000226
7/23/2012,8161360.104,94.46018639
7/24/2012,9672193.901,111.9466887
7/25/2012,8398629.001,97.20635418
7/26/2012,7876505.314,91.16325594
7/27/2012,6990575.843,80.90944262
7/28/2012,5312127.155,61.48295318
7/29/2012,3620246.767,41.90100425
7/30/2012,2908562.407,33.66391674
7/31/2012,3116350.068,36.06886653
8/1/2012,3726746.201,43.13363658
8/2/2012,3008529.483,34.8209431
8/3/2012,3021740.991,34.97385407
8/4/2012,2477426.864,28.67392204
8/5/2012,2947438.492,34.11387144
8/6/2012,3588123.23,41.52920406
8/7/2012,2737204.255,31.68060481
8/8/2012,2558604.241,29.61347501
8/9/2012,2401093.707,27.79043642
8/10/2012,2234237.255,25.85922748
8/11/2012,2826063.879,32.70907268
8/12/2012,3540830.925,40.98183941
8/13/2012,2968968.357,34.36305969
8/14/2012,3311733.591,38.33024989
8/15/2012,4224428.598,48.89384952
8/16/2012,4411175.71,51.05527442
8/17/2012,4478236.346,51.83143919
8/18/2012,4793795.66,55.48374606
8/19/2012,5192734.268,60.10109107
8/20/2012,5051738.119,58.4691912
8/21/2012,5399494.368,62.49414777
8/22/2012,12153633.15,140.6670503
8/23/2012,15972908.84,184.8716301
8/24/2012,14932869.57,172.8341386
8/25/2012,13629113.93,157.7443742
8/26/2012,17814446.25,206.1857205
8/27/2012,69268058.51,801.7136402
8/28/2012,87750591.14,1015.631842
8/29/2012,83560169.95,967.1315966
8/30/2012,73971746.79,856.1544768
8/31/2012,67064672.57,776.2114881
9/1/2012,60450526.84,699.6588755
9/2/2012,51215071.14,592.7670271
9/3/2012,42303321.85,489.6217807
9/4/2012,35955192.28,416.1480588
9/5/2012,32015178.09,370.5460427
9/6/2012,34111722.07,394.8115981
9/7/2012,36907375.02,427.1686924
9/8/2012,34986715.35,404.9388351
9/9/2012,31550671.26,365.1698062
9/10/2012,29008361.21,335.7449214
9/11/2012,25050854,289.9404399
9/12/2012,24113448.58,279.0908401
9/13/2012,21807306.47,252.3993805
9/14/2012,19071594.63,220.736049
9/15/2012,18306305.8,211.8785393
9/16/2012,19191476.83,222.1235744
9/17/2012,19517067.11,225.8919804
9/18/2012,17035383.2,197.168787
9/19/2012,18904322.26,218.8000262
9/20/2012,19356816.41,224.0372269
9/21/2012,22056979.51,255.2891147
9/22/2012,26317250.44,304.597806
9/23/2012,26542359.85,307.2032391
9/24/2012,28314757.04,327.7170954
9/25/2012,24709458.85,285.9891071
9/26/2012,25227325.5,291.982934
9/27/2012,27195742.32,314.7655361
9/28/2012,24453302.39,283.0243333
9/29/2012,21090092.85,244.0982969
9/30/2012,17582755.55,203.5041151
10/1/2012,16981509.61,196.5452501
10/2/2012,17725317.5,205.1541378
10/3/2012,17486458.33,202.389564
10/4/2012,18005841.86,208.4009474
10/5/2012,19656742.1,227.5085892
10/6/2012,23168972.56,268.1594046
10/7/2012,27119433.63,313.8823337
10/8/2012,29941852.11,346.5492142
10/9/2012,28337045.35,327.9750619
10/10/2012,26150516.32,302.6680129
10/11/2012,23939692.79,277.0797776
10/12/2012,22290456.21,257.9913914
10/13/2012,17982770.65,208.1339195
10/14/2012,16317460.07,188.8594916
10/15/2012,14005470.65,162.1003547
10/16/2012,10854623.86,125.6322206
10/17/2012,11105715.91,128.5383786
10/18/2012,11332244.34,131.1602354
10/19/2012,14207459.92,164.4381936
10/20/2012,13073643.42,151.3153173
10/21/2012,8774251.745,101.5538396
10/22/2012,7721881.739,89.37363124
10/23/2012,7049807.436,81.59499348
10/24/2012,7852284.216,90.88291916
10/25/2012,8139879.171,94.21156448
10/26/2012,7333512.337,84.87861501
10/27/2012,7821335.035,90.52471105
10/28/2012,6990722.637,80.91114163
10/29/2012,5236503.505,60.60767945
10/30/2012,3485636.181,40.34301135
10/31/2012,3177416.593,36.77565502
11/1/2012,3403284.448,39.38986629
11/2/2012,3218201.008,37.24769685
11/3/2012,2503825.414,28.97946081
11/4/2012,2751394.394,31.84484252
11/5/2012,3348897.073,38.76038279
11/6/2012,2851655.059,33.00526689
11/7/2012,2683330.662,31.05706785
11/8/2012,2328503.81,26.95027558
11/9/2012,1375171.183,15.91633314
11/10/2012,568070.3761,6.574888612
11/11/2012,777815.2977,9.002491871
11/12/2012,590481.0081,6.834270927
11/13/2012,1041384.881,12.05306576
11/14/2012,1478392.205,17.11102089
11/15/2012,1985542.85,22.98082003
11/16/2012,1192485.387,13.8019142
11/17/2012,1527690.703,17.68160535
11/18/2012,944255.8321,10.92888695
11/19/2012,602004.3789,6.967643274
11/20/2012,789460.9973,9.137280061
11/21/2012,691475.6466,8.003190355
11/22/2012,1082242.693,12.52595709
11/23/2012,780995.8459,9.039303772
11/24/2012,708259.1549,8.197443922
11/25/2012,720785.6217,8.342426177
11/26/2012,1376125.347,15.92737671
11/27/2012,871274.4835,10.08419541
11/28/2012,1603583.476,18.55999394
11/29/2012,963730.5734,11.15428904
11/30/2012,1044125.046,12.08478062
12/1/2012,1053470.964,12.19295098
12/2/2012,928230.7622,10.7434116
12/3/2012,961112.7376,11.12399002
12/4/2012,759001.1317,8.784735321
12/5/2012,384528.2786,4.45055878
12/6/2012,1063355.13,12.30735104
12/7/2012,496532.5071,5.746904017
12/8/2012,919325.2273,10.64033828
12/9/2012,4730258.093,54.74835755
12/10/2012,6037952.722,69.88371206
12/11/2012,5186373.172,60.02746727
12/12/2012,10480444.6,121.3014421
12/13/2012,11885194.88,137.5601259
12/14/2012,9257377.018,107.1455673
12/15/2012,4703345.762,54.43687224
12/16/2012,4767446.041,55.17877362
12/17/2012,4386758.886,50.77267229
12/18/2012,3247853.503,37.59089703
12/19/2012,2771847.765,32.08157136
12/20/2012,2610838.628,30.21803968
12/21/2012,1783015.327,20.63675147
12/22/2012,1631205.314,18.87969113
12/23/2012,1108616.777,12.8312127
12/24/2012,1762341.763,20.39747411
12/25/2012,920059.1999,10.64883333
12/26/2012,1246554.707,14.42771651
12/27/2012,1957064.711,22.65121193
12/28/2012,939411.6125,10.87281959
12/29/2012,949662.764,10.99146718
12/30/2012,1575668.049,18.23689872
12/31/2012,2222713.884,25.72585514
1/1/2013,2109853.354,24.419599
1/2/2013,2437205.162,28.20839308
1/3/2013,2260831.531,26.16703161
1/4/2013,2478429.96,28.68553194
1/5/2013,1751821.488,20.27571167
1/6/2013,1026313.976,11.87863398
1/7/2013,1989824.358,23.03037451
1/8/2013,1823995.467,21.11105865
1/9/2013,1712505.019,19.82065995
1/10/2013,1271705.503,14.71881369
1/11/2013,1286531.751,14.89041378
1/12/2013,423991.5422,4.907309516
1/13/2013,1267888.845,14.67463941
1/14/2013,415477.4593,4.80876689
1/15/2013,983963.7532,11.38846937
1/16/2013,688417.4272,7.967794296
1/17/2013,1034461.072,11.97292908
1/18/2013,70999.62235,0.821754888
1/19/2013,641712.3,7.427225695
1/20/2013,1325799.289,15.34489917
1/21/2013,1287069.998,14.89664349
1/22/2013,491786.1505,5.691969335
1/23/2013,670851.0148,7.764479338
1/24/2013,739281.7328,8.556501537
1/25/2013,752762.3641,8.712527362
1/26/2013,1203372.648,13.92792417
1/27/2013,784543.3804,9.080363199
1/28/2013,729055.047,8.438137118
1/29/2013,713029.9772,8.252661773
1/30/2013,629479.4223,7.285641462
1/31/2013,1044247.375,12.08619647
2/1/2013,341101.5627,3.947934753
2/2/2013,895348.7869,10.36283318
2/3/2013,838661.6315,9.706731846
2/4/2013,101165.8988,1.170901607
2/5/2013,12379.67226,0.143283244
2/6/2013,420223.8158,4.863701572
2/7/2013,639779.5053,7.404855386
2/8/2013,649785.9993,7.520671288
2/9/2013,428591.1042,4.960545187
2/10/2013,858429.9619,9.935531967
2/11/2013,607753.8314,7.034187864
2/12/2013,545341.6893,6.311825107
2/13/2013,913942.7611,10.57804122
2/14/2013,1189378.236,13.76595181
2/15/2013,4979833.264,57.63695908
2/16/2013,2558946.761,29.61743936
2/17/2013,1465082.834,16.95697725
2/18/2013,1213746.128,14.0479876
2/19/2013,1673726.797,19.37183793
2/20/2013,638238.1627,7.387015773
2/21/2013,760053.1592,8.796911565
2/22/2013,853194.2902,9.874933915
2/23/2013,1107417.955,12.81733745
2/24/2013,834771.5764,9.66170806
2/25/2013,1052003.019,12.17596087
2/26/2013,1157401.494,13.39585062
2/27/2013,821535.6027,9.50851392
2/28/2013,665077.0965,7.69765158
3/1/2013,563519.7456,6.522219277
3/2/2013,445105.4891,5.151683902
3/3/2013,435539.3787,5.040965032
3/4/2013,377898.0589,4.373820126
3/5/2013,607607.0369,7.032488853
3/6/2013,1079257.871,12.49141054
3/7/2013,757802.3097,8.770860066
3/8/2013,511945.9331,5.925300151
3/9/2013,330312.1645,3.823057459
3/10/2013,315290.1906,3.649192021
3/11/2013,451760.1746,5.228705725
3/12/2013,295570.7917,3.420958238
3/13/2013,366692.7429,4.244128968
3/14/2013,498000.4524,5.763894125
3/15/2013,482587.0265,5.585497992
3/16/2013,354533.2624,4.103394241
3/17/2013,339731.4804,3.932077319
3/18/2013,263129.2,3.045476852
3/19/2013,1009824.057,11.68777843
3/20/2013,1143089.027,13.23019707
3/21/2013,1197672.127,13.86194592
3/22/2013,791369.3262,9.159367201
3/23/2013,842722.9469,9.753737811
3/24/2013,1309431.698,15.15545947
3/25/2013,1214577.964,14.05761533
3/26/2013,682472.2486,7.898984359
3/27/2013,707598.5795,8.189798374
3/28/2013,468519.2171,5.422676124
3/29/2013,387464.1693,4.484538996
3/30/2013,371243.3734,4.296798303
3/31/2013,717384.8817,8.30306576
4/1/2013,528974.0989,6.122385403
4/2/2013,626201.0111,7.247696887
4/3/2013,523322.5093,6.056973488
4/4/2013,691573.5097,8.004323028
4/5/2013,975865.5881,11.2947406
4/6/2013,736272.4449,8.521671816
4/7/2013,538564.675,6.233387442
4/8/2013,612475.7222,7.088839378
4/9/2013,604842.4065,7.000490816
4/10/2013,854980.2904,9.895605213
4/11/2013,447087.2153,5.174620548
4/12/2013,336795.5897,3.898097103
4/13/2013,383794.3059,4.442063726
4/14/2013,421642.8296,4.880125343
4/15/2013,622066.2984,7.199841417
4/16/2013,613234.1607,7.0976176
4/17/2013,611203.503,7.074114618
4/18/2013,786060.2573,9.097919644
4/19/2013,852142.2628,9.862757671
4/20/2013,762915.6526,8.830042275
4/21/2013,874846.4838,10.12553801
4/22/2013,1662007.7,19.23620023
4/23/2013,1160508.645,13.43181302
4/24/2013,854882.4274,9.894472539
4/25/2013,987878.2741,11.43377632
4/26/2013,802207.6559,9.284810832
4/27/2013,1037152.306,12.00407761
4/28/2013,916976.5147,10.61315411
4/29/2013,769032.0914,8.900834392
4/30/2013,1050363.814,12.15698858
5/1/2013,1199409.196,13.88205088
5/2/2013,4010328.772,46.41584227
5/3/2013,3138883.029,36.32966468
5/4/2013,3191117.416,36.93422936
5/5/2013,2156803.139,24.96299929
5/6/2013,2245687.228,25.99175033
5/7/2013,2235338.214,25.87197006
5/8/2013,2458588.232,28.45588232
5/9/2013,1668515.591,19.31152304
5/10/2013,2646509.7,30.6308993
5/11/2013,2719001.733,31.46992747
5/12/2013,3327269.346,38.51006187
5/13/2013,2487629.084,28.79200329
5/14/2013,2547814.842,29.48859771
5/15/2013,2419222.832,28.00026426
5/16/2013,2725925.542,31.55006414
5/17/2013,2545197.007,29.45829869
5/18/2013,2330461.071,26.97292906
5/19/2013,3019588.005,34.94893524
5/20/2013,1732444.61,20.05144225
5/21/2013,2270789.093,26.28228117
5/22/2013,3100447.327,35.88480702
5/23/2013,3530824.431,40.86602351
5/24/2013,2649641.317,30.66714487
5/25/2013,1857366.757,21.49730043
5/26/2013,1565147.774,18.11513628
5/27/2013,1577869.967,18.26238388
5/28/2013,1600207.202,18.52091669
5/29/2013,1579900.625,18.28588686
5/30/2013,1933699.914,22.38078605
5/31/2013,947681.0378,10.96853053
6/1/2013,1185439.249,13.72036168
6/2/2013,1629957.56,18.86524954
6/3/2013,2629114.548,30.42956652
6/4/2013,3343074.224,38.6929887
6/5/2013,2763040.093,31.97963071
6/6/2013,14001947.58,162.0595784
6/7/2013,22048979.21,255.1965186
6/8/2013,22690446.85,262.6209126
6/9/2013,23114952.17,267.5341687
6/10/2013,20856200.23,241.3912064
6/11/2013,14401375.5,166.6825868
6/12/2013,10815062.74,125.1743372
6/13/2013,9126362.897,105.6292002
6/14/2013,8569938.221,99.18909978
6/15/2013,7275332.77,84.2052404
6/16/2013,6490030.952,75.11609898
6/17/2013,5086748.615,58.87440527
6/18/2013,4784474.207,55.37585887
6/19/2013,8749443.468,101.2667068
6/20/2013,13296526.45,153.8949821
6/21/2013,11684869.27,135.2415425
6/22/2013,10748833.94,124.4078002
6/23/2013,9549375.809,110.525183
6/24/2013,8213667.89,95.06560057
6/25/2013,7785174.648,90.10618806
6/26/2013,10055523.36,116.3833722
6/27/2013,11758070.81,136.0887826
6/28/2013,10380550.92,120.1452653
6/29/2013,11103000.21,128.5069469
6/30/2013,14870188.31,172.108661
7/1/2013,26568538.21,307.5062293
7/2/2013,34268033.79,396.6207614
7/3/2013,43016914.54,497.8809553
7/4/2013,45121409.9,522.2385405
7/5/2013,44459072.96,514.5726037
7/6/2013,39380911.83,455.7975906
7/7/2013,32670371.02,378.1292942
7/8/2013,24849158.32,287.605999
7/9/2013,20613597.8,238.5833079
7/10/2013,19412109.01,224.6771877
7/11/2013,18116402.6,209.6805857
7/12/2013,17179755.62,198.8397642
7/13/2013,24522638.34,283.8268327
7/14/2013,31176051.61,360.8339307
7/15/2013,36750965.44,425.3583963
7/16/2013,36464887.37,422.0473075
7/17/2013,35626176.8,412.3400093
7/18/2013,34965894.99,404.6978587
7/19/2013,33989931.54,393.4019855
7/20/2013,32193117.53,372.605527
7/21/2013,33277978.06,385.1617831
7/22/2013,38500707.34,445.6100387
7/23/2013,36263485.27,419.7162647
7/24/2013,32725565.77,378.7681223
7/25/2013,29502863.06,341.4683225
7/26/2013,36706486.7,424.8435961
7/27/2013,40636763.52,470.3329111
7/28/2013,40360618.54,467.1367887
7/29/2013,38661080.37,447.466208
7/30/2013,38720507.69,448.1540242
7/31/2013,37038315.74,428.68421
8/1/2013,32959996.64,381.4814425
8/2/2013,31094287.06,359.8875817
8/3/2013,28436596.51,329.1272744
8/4/2013,28055933.82,324.7214562
8/5/2013,30527072.98,353.3226039
8/6/2013,42325071.91,489.8735175
8/7/2013,37402243.85,432.8963409
8/8/2013,32812517.06,379.774503
8/9/2013,28910082.27,334.6074337
8/10/2013,26555791.55,307.3586985
8/11/2013,23690802.66,274.1991048
8/12/2013,22144517.98,256.3022915
8/13/2013,20011079.64,231.609718
8/14/2013,16648212.62,192.6876461
8/15/2013,15141024.22,175.2433359
8/16/2013,14446001.04,167.1990861
8/17/2013,13800276.35,159.7254208
8/18/2013,10014371.96,115.9070828
8/19/2013,11046998.1,127.8587743
8/20/2013,9522120.957,110.2097333
8/21/2013,9766582.786,113.0391526
8/22/2013,11857597.51,137.2407119
8/23/2013,12032747.85,139.2679149
8/24/2013,10884251.89,125.9751376
8/25/2013,10909622.88,126.2687833
8/26/2013,10039669.55,116.199879
8/27/2013,10646077.76,123.2184926
8/28/2013,12347230.67,142.9077624
8/29/2013,13721985.94,158.8192817
8/30/2013,11606211.87,134.3311559
8/31/2013,11344991,131.3077662
9/1/2013,12107588.6,140.1341273
9/2/2013,13157830.08,152.2897
9/3/2013,16163692.8,187.0797778
9/4/2013,13575044.61,157.1185719
9/5/2013,13908023.54,160.9724947
9/6/2013,11958616.61,138.4099145
9/7/2013,11872790.74,137.4165595
9/8/2013,11901366.74,137.7473003
9/9/2013,11551335.18,133.696009
9/10/2013,9778008.294,113.1713923
9/11/2013,10419940.79,120.6011665
9/12/2013,11591067.57,134.1558746
9/13/2013,12500826.69,144.685494
9/14/2013,12328979.22,142.6965187
9/15/2013,9612472.992,111.2554744
9/16/2013,11902223.05,137.7572112
9/17/2013,13954753.13,161.5133465
9/18/2013,18620715.22,215.5175373
9/19/2013,22175467.16,256.6604996
9/20/2013,22080295.37,255.5589742
9/21/2013,18242743.77,211.1428677
9/22/2013,16292994.32,188.5763231
9/23/2013,14712995.83,170.2893036
9/24/2013,19907173.58,230.4071016
9/25/2013,20073222.66,232.328966
9/26/2013,16235401.93,187.9097445
9/27/2013,12483211.34,144.4816127
9/28/2013,11735317.66,135.8254359
9/29/2013,12187567.15,141.059805
9/30/2013,11784249.17,136.3917728
10/1/2013,10432883.17,120.7509626
10/2/2013,9601438.937,111.1277655
10/3/2013,8125028.458,94.03968122
10/4/2013,8429088.866,97.55889892
10/5/2013,8277058.662,95.79929007
10/6/2013,8321635.268,96.31522301
10/7/2013,7304569.348,84.54362671
10/8/2013,6539916.627,75.69347948
10/9/2013,5722613.6,66.2339537
10/10/2013,4514837.116,52.25505921
10/11/2013,2970460.768,34.38033296
10/12/2013,2950178.657,34.1455863
10/13/2013,2703172.39,31.28671747
10/14/2013,2627377.479,30.40946156
10/15/2013,2156167.029,24.95563691
10/16/2013,1814894.206,21.00571998
10/17/2013,2069656.118,23.95435321
10/18/2013,1382510.91,16.00128368
10/19/2013,1579142.186,18.27710864
10/20/2013,2210896.924,25.58908477
10/21/2013,2548377.555,29.49511059
10/22/2013,2026009.21,23.44918067
10/23/2013,1510907.194,17.48735179
10/24/2013,1638887.561,18.96860603
10/25/2013,1738463.186,20.12110169
10/26/2013,1331964.659,15.41625763
10/27/2013,1581099.447,18.29976212
10/28/2013,1378058.142,15.94974702
10/29/2013,1370082.306,15.8574341
10/30/2013,1013518.386,11.73053687
10/31/2013,1070107.678,12.38550553
11/1/2013,850772.1804,9.846900237
11/2/2013,1012857.81,11.72289132
11/3/2013,1463810.615,16.94225249
11/4/2013,1378449.594,15.95427771
11/5/2013,835089.6312,9.66538925
11/6/2013,882112.8132,10.20963904
11/7/2013,943277.2019,10.91756021
11/8/2013,707182.6616,8.18498451
11/9/2013,659816.9591,7.63677036
11/10/2013,829242.3156,9.597711987
11/11/2013,770524.5025,8.918107668
11/12/2013,763404.9677,8.835705645
11/13/2013,1049507.512,12.14707769
11/14/2013,1223140.979,14.15672429
11/15/2013,760102.0907,8.797477902
11/16/2013,965981.4229,11.18034054
11/17/2013,848912.783,9.825379433
11/18/2013,846979.9884,9.803009124
11/19/2013,1330227.59,15.39615266
11/20/2013,866772.7845,10.03209241
11/21/2013,1004245.864,11.62321602
