date,L006_RADP_MICROMOLE/m^2/s,L001_RADP_MICROMOLE/m^2/s,L005_RADP_MICROMOLE/m^2/s,LZ40_RADP_MICROMOLE/m^2/s,Mean_RADP
2011-01-25,211.0,134.89,0.29,209.98,139.04
2011-01-26,200.93,222.47,-0.02,201.72,156.275
2011-01-27,361.56,341.75,1.32,367.9,268.1325
2011-01-28,312.69,316.59,1.43,324.38,238.77249999999998
2011-01-29,363.3,362.5,0.47,367.74,273.5025
2011-01-30,321.57,322.03,5.52,288.52,234.40999999999997
2011-01-31,265.53,242.41,4.33,303.97,204.06
2011-02-01,313.03,227.81,0.0,241.71,195.6375
2011-02-02,307.92,296.73,0.0,366.92,242.89250000000004
2011-02-03,318.25,308.26,190.98,307.5,281.2475
2011-02-04,373.61,224.16,140.53,367.17,276.3675
2011-02-05,359.86,352.47,107.13,377.79,299.3125
2011-02-06,229.48,165.88,108.04,212.49,178.97250000000003
2011-02-07,357.0,239.1,109.08,328.89,258.51750000000004
2011-02-08,400.83,387.23,80.22,409.28,319.39
2011-02-09,378.03,298.59,229.42,369.77,318.9525
2011-02-10,245.41,174.57,87.98,199.51,176.8675
2011-02-11,80.97,57.41,54.92,54.21,61.877500000000005
2011-02-12,341.49,143.33,69.36,333.13,221.82750000000001
2011-02-13,416.14,381.14,143.81,398.46,334.8875
2011-02-14,401.66,368.95,188.02,393.76,338.09749999999997
2011-02-15,408.81,276.97,171.32,389.41,311.6275
2011-02-16,382.93,357.19,157.43,214.52,278.0175
2011-02-17,326.99,164.09,240.53,221.06,238.16750000000002
2011-02-18,410.72,303.86,236.35,386.04,334.2425
2011-02-19,420.25,280.13,185.93,374.06,315.0925
2011-02-20,293.32,223.96,218.62,330.24,266.53499999999997
2011-02-21,400.67,298.51,54.48,410.29,290.9875
2011-02-22,369.31,309.8,27.46,356.28,265.7125
2011-02-23,427.76,231.96,162.58,393.48,303.94500000000005
2011-02-24,270.5,260.03,130.22,274.39,233.785
2011-02-25,337.13,176.41,32.78,358.53,226.21249999999998
2011-02-26,408.94,174.03,92.01,272.38,236.84
2011-02-27,383.97,380.23,136.96,267.6,292.19000000000005
2011-02-28,396.49,298.8,160.49,440.29,324.0175
2011-03-01,321.39,353.75,9.84,182.0,216.745
2011-03-02,402.24,318.21,122.31,399.38,310.53499999999997
2011-03-03,382.87,242.41,3.48,377.96,251.68
2011-03-04,423.17,324.46,87.21,420.02,313.71500000000003
2011-03-05,348.42,631.87,15.24,353.62,337.2875
2011-03-06,241.3,142.29,2.81,226.15,153.13750000000002
2011-03-07,374.97,225.71,147.83,395.34,285.96250000000003
2011-03-08,423.94,326.81,305.5,437.19,373.36
2011-03-09,408.16,413.3,153.51,278.36,313.3325
2011-03-10,161.47,96.13,81.15,154.18,123.2325
2011-03-11,495.46,3.33,170.27,440.61,277.4175
2011-03-12,468.09,,156.1,434.42,352.86999999999995
2011-03-13,475.84,,176.7,461.07,371.2033333333333
2011-03-14,480.78,,237.98,380.97,366.57666666666665
2011-03-15,451.56,,163.43,432.61,349.2
2011-03-16,477.92,,293.22,448.85,406.6633333333334
2011-03-17,492.91,,231.1,81.97,268.66
2011-03-18,503.72,,201.95,80.05,261.9066666666667
2011-03-19,500.86,,267.43,379.6,382.62999999999994
2011-03-20,471.01,,138.91,428.27,346.06333333333333
2011-03-21,486.58,,1.71,458.75,315.68
2011-03-22,495.68,,287.55,0.33,261.18666666666667
2011-03-23,468.27,,31.81,0.06,166.71333333333334
2011-03-24,474.48,,154.86,257.24,295.5266666666667
2011-03-25,437.66,,30.0,362.58,276.74666666666667
2011-03-26,504.37,,7.06,448.89,320.1066666666666
2011-03-27,478.71,,18.08,431.63,309.4733333333333
2011-03-28,182.56,,70.71,165.69,139.65333333333334
2011-03-29,372.56,,203.59,367.1,314.4166666666667
2011-03-30,507.03,,119.63,419.8,348.82
2011-03-31,378.63,,108.59,301.3,262.84
2011-04-01,509.99,,176.19,440.8,375.66
2011-04-02,540.52,,402.53,429.86,457.6366666666666
2011-04-03,528.35,,159.14,461.84,383.10999999999996
2011-04-04,524.75,,150.18,467.43,380.7866666666667
2011-04-05,256.31,,94.9,225.71,192.3066666666667
2011-04-06,454.17,,129.99,470.36,351.50666666666666
2011-04-07,473.61,,256.12,480.3,403.3433333333333
2011-04-08,426.14,,223.95,470.52,373.53666666666663
2011-04-09,474.76,,296.47,467.75,412.99333333333334
2011-04-10,470.65,,213.04,447.6,377.09666666666664
2011-04-11,482.38,,223.8,485.44,397.2066666666667
2011-04-12,436.55,,102.77,439.76,326.36
2011-04-13,489.79,,192.37,492.53,391.56333333333333
2011-04-14,434.41,,88.69,436.68,319.9266666666667
2011-04-15,390.4,,98.43,392.18,293.67
2011-04-16,460.08,,141.89,461.38,354.45
2011-04-17,475.08,,212.69,475.86,387.8766666666667
2011-04-18,496.25,,238.06,496.46,410.25666666666666
2011-04-19,508.33,,266.85,601.67,458.95
2011-04-20,576.89,948.04,419.56,679.95,656.1099999999999
2011-04-21,549.43,679.18,430.72,677.33,584.165
2011-04-22,575.59,667.01,326.5,678.29,561.8475
2011-04-23,525.23,654.93,372.2,649.21,550.3924999999999
2011-04-24,499.31,534.37,204.15,600.88,459.6775
2011-04-25,531.89,620.8,316.04,655.37,531.025
2011-04-26,549.25,663.7,256.51,649.08,529.635
2011-04-27,542.74,628.85,268.32,644.0,520.9775
2011-04-28,539.34,603.49,259.52,650.59,513.235
2011-04-29,414.38,317.94,168.99,474.45,343.94
2011-04-30,543.69,372.28,200.66,660.62,444.3125
2011-05-01,589.8,645.49,312.59,691.14,559.755
2011-05-02,500.92,585.98,220.19,625.21,483.07500000000005
2011-05-03,572.52,637.42,312.86,670.58,548.345
2011-05-04,577.97,638.64,311.03,677.39,551.2575
2011-05-05,423.62,543.45,222.13,531.33,430.13250000000005
2011-05-06,370.06,380.35,11.75,383.83,286.4975
2011-05-07,590.15,664.84,260.08,693.0,552.0174999999999
2011-05-08,539.29,669.39,341.45,611.3,540.3575
2011-05-09,590.42,660.07,404.72,691.09,586.575
2011-05-10,553.51,606.8,97.4,629.61,471.83000000000004
2011-05-11,551.92,615.94,373.77,649.23,547.715
2011-05-12,515.88,607.11,148.31,628.48,474.945
2011-05-13,484.2,564.46,105.17,572.6,431.6075000000001
2011-05-14,379.88,457.21,63.3,424.1,331.12249999999995
2011-05-15,511.89,580.68,172.99,572.04,459.4
2011-05-16,565.41,493.36,147.56,621.54,456.9675
2011-05-17,444.76,440.84,433.77,565.16,471.13249999999994
2011-05-18,605.67,687.78,405.88,709.86,602.2975
2011-05-19,594.58,691.07,410.84,701.59,599.52
2011-05-20,565.99,644.46,437.11,635.48,570.76
2011-05-21,518.73,666.65,547.59,614.8,586.9425000000001
2011-05-22,583.84,671.57,591.33,688.56,633.825
2011-05-23,405.33,479.56,324.38,464.18,418.3625
2011-05-24,589.43,685.83,594.98,686.52,639.19
2011-05-25,575.54,689.35,663.74,689.18,654.4525
2011-05-26,598.4,676.02,687.8,699.05,665.3175
2011-05-27,461.63,547.98,295.27,533.21,459.52250000000004
2011-05-28,592.21,670.99,556.54,656.23,618.9925000000001
2011-05-29,558.22,653.29,487.93,573.06,568.125
2011-05-30,559.48,685.67,329.69,711.65,571.6225000000001
2011-05-31,616.06,676.6,322.4,718.85,583.4775
2011-06-01,532.59,546.93,625.01,595.01,574.885
2011-06-02,509.98,648.87,229.0,706.79,523.66
2011-06-03,535.03,704.78,,725.32,655.0433333333334
2011-06-04,593.76,670.76,,710.03,658.1833333333333
2011-06-05,595.94,633.84,,696.27,642.0166666666668
2011-06-06,543.57,639.16,,627.54,603.4233333333333
2011-06-07,566.26,623.36,,659.58,616.4
2011-06-08,390.93,596.96,0.05,562.44,387.595
2011-06-09,421.43,491.92,328.12,468.95,427.605
2011-06-10,588.64,671.85,362.42,676.46,574.8425
2011-06-11,618.63,641.4,410.76,688.74,589.8824999999999
2011-06-12,533.43,634.35,0.18,609.02,444.245
2011-06-13,561.79,645.07,,634.62,613.8266666666667
2011-06-14,570.75,639.9,,660.04,623.5633333333334
2011-06-15,512.74,546.31,,571.52,543.5233333333333
2011-06-16,532.07,578.83,,583.76,564.8866666666667
2011-06-17,551.45,599.37,,549.15,566.6566666666668
2011-06-18,401.42,673.76,,611.12,562.1
2011-06-19,564.34,604.61,,669.47,612.8066666666667
2011-06-20,517.98,643.52,,659.11,606.87
2011-06-21,582.04,680.21,,693.61,651.9533333333334
2011-06-22,561.28,676.23,,668.11,635.2066666666666
2011-06-23,466.37,547.38,,557.97,523.9066666666666
2011-06-24,511.73,538.49,,608.69,552.97
2011-06-25,461.91,556.81,,443.85,487.52333333333337
2011-06-26,316.75,416.78,,388.92,374.15000000000003
2011-06-27,369.32,503.38,,341.14,404.6133333333334
2011-06-28,313.04,376.16,,287.95,325.7166666666667
2011-06-29,248.53,245.35,,282.59,258.8233333333333
2011-06-30,298.4,392.99,451.61,310.3,363.325
2011-07-01,439.36,460.21,464.43,501.5,466.375
2011-07-02,351.08,430.4,379.21,379.08,384.9425
2011-07-03,569.47,688.46,538.67,655.84,613.11
2011-07-04,280.87,512.97,430.89,284.95,377.42
2011-07-05,410.12,651.72,635.56,554.23,562.9075
2011-07-06,308.67,466.02,423.3,337.91,383.975
2011-07-07,215.23,324.67,219.31,241.72,250.23250000000002
2011-07-08,358.27,462.57,460.7,390.73,418.0675
2011-07-09,189.99,568.63,508.89,520.42,446.98249999999996
2011-07-10,239.26,487.19,504.61,313.35,386.10249999999996
2011-07-11,293.0,566.3,534.22,411.35,451.2175
2011-07-12,0.2,465.33,482.47,511.42,364.855
2011-07-13,0.12,602.68,607.01,541.92,437.9325
2011-07-14,0.01,485.75,615.63,557.66,414.76249999999993
2011-07-15,316.13,619.35,561.35,475.45,493.07
2011-07-16,300.72,627.61,486.98,544.49,489.95
2011-07-17,471.55,641.88,467.65,421.13,500.5525
2011-07-18,475.05,515.97,385.76,448.77,456.3875
2011-07-19,580.7,656.06,630.94,494.04,590.4350000000001
2011-07-20,253.97,660.36,618.44,531.95,516.1800000000001
2011-07-21,360.24,596.47,341.64,498.4,449.1875
2011-07-22,119.47,393.47,356.29,266.02,283.8125
2011-07-23,184.04,407.17,363.46,242.54,299.3025
2011-07-24,212.88,560.81,538.31,382.54,423.635
2011-07-25,117.83,573.22,300.41,427.74,354.8
2011-07-26,219.94,482.23,384.09,309.33,348.8975
2011-07-27,161.43,301.87,245.27,136.61,211.29500000000002
2011-07-28,108.58,665.78,335.37,348.11,364.46000000000004
2011-07-29,214.73,631.49,572.34,435.8,463.59
2011-07-30,521.48,669.47,582.5,471.01,561.115
2011-07-31,364.04,448.61,470.21,479.74,440.65000000000003
2011-08-01,349.29,617.12,575.07,466.17,501.9125
2011-08-02,314.16,594.02,494.85,370.51,443.38500000000005
2011-08-03,265.83,567.6,341.56,467.34,410.5825
2011-08-04,239.17,209.06,419.64,354.36,305.5575
2011-08-05,529.16,609.92,582.76,340.4,515.56
2011-08-06,544.62,635.82,586.45,472.44,559.8325
2011-08-07,135.64,300.61,269.84,154.0,215.02249999999998
2011-08-08,412.12,477.91,384.96,222.7,374.4225
2011-08-09,299.27,247.24,245.2,169.75,240.365
2011-08-10,283.5,740.43,432.65,327.65,446.0575
2011-08-11,252.9,584.21,513.02,391.59,435.43
2011-08-12,305.69,618.22,339.73,451.33,428.7425
2011-08-13,521.42,440.77,392.57,377.66,433.105
2011-08-14,556.89,346.68,489.66,321.93,428.79
2011-08-15,465.68,329.68,239.97,265.78,325.2775
2011-08-16,421.03,503.85,313.96,372.26,402.775
2011-08-17,473.57,381.61,367.62,396.1,404.725
2011-08-18,137.58,538.12,255.27,362.7,323.4175
2011-08-19,439.38,586.35,368.95,428.94,455.90500000000003
2011-08-20,194.24,442.6,347.28,221.4,301.38
2011-08-21,279.06,407.76,454.74,325.68,366.81
2011-08-22,589.7,622.62,477.87,470.31,540.125
2011-08-23,353.0,528.88,377.06,621.88,470.20500000000004
2011-08-24,125.13,574.22,420.37,536.9,414.155
2011-08-25,234.16,211.84,246.93,249.46,235.59750000000003
2011-08-26,439.84,585.05,539.28,639.5,550.9175
2011-08-27,308.46,405.81,521.31,585.72,455.325
2011-08-28,193.92,566.78,568.8,628.81,489.5775
2011-08-29,171.13,314.41,259.63,331.55,269.18
2011-08-30,126.81,67.53,194.9,205.88,148.78
2011-08-31,246.34,156.31,218.82,281.69,225.79000000000002
2011-09-01,372.46,153.32,333.61,372.92,308.0775
2011-09-02,545.91,387.5,463.31,570.06,491.695
2011-09-03,558.6,496.16,342.86,570.35,491.99249999999995
2011-09-04,448.67,501.41,382.11,491.52,455.9275
2011-09-05,371.12,560.38,513.26,585.62,507.595
2011-09-06,340.01,169.03,208.54,319.83,259.35249999999996
2011-09-07,230.69,368.3,406.08,460.45,366.38
2011-09-08,398.35,382.78,422.45,579.48,445.765
2011-09-09,244.02,456.02,378.15,495.44,393.4075
2011-09-10,576.51,477.32,293.96,560.94,477.1825
2011-09-11,558.55,525.59,323.6,606.99,503.68249999999995
2011-09-12,495.6,556.2,277.38,606.72,483.9750000000001
2011-09-13,536.06,471.02,364.33,586.71,489.53
2011-09-14,556.06,512.72,358.2,591.34,504.58000000000004
2011-09-15,561.15,573.82,350.44,588.61,518.505
2011-09-16,497.02,555.47,373.96,588.82,503.8175
2011-09-17,457.9,527.31,549.54,540.97,518.9300000000001
2011-09-18,388.5,536.85,445.1,566.8,484.3125
2011-09-19,460.5,505.45,243.29,432.01,410.3125
2011-09-20,407.64,515.17,302.59,448.55,418.48749999999995
2011-09-21,501.43,391.36,519.17,560.94,493.225
2011-09-22,360.84,347.09,210.54,318.07,309.135
2011-09-23,489.72,526.14,454.93,534.11,501.225
2011-09-24,392.66,487.96,508.31,484.72,468.4125
2011-09-25,342.27,395.19,353.32,375.25,366.5075
2011-09-26,141.59,169.19,130.03,163.45,151.065
2011-09-27,468.57,506.82,503.49,526.0,501.22
2011-09-28,497.21,527.58,506.21,543.59,518.6475
2011-09-29,477.56,493.57,457.51,286.3,428.73499999999996
2011-09-30,388.46,429.0,400.92,453.13,417.87750000000005
2011-10-01,424.56,504.15,438.37,457.38,456.115
2011-10-02,493.81,514.19,524.02,537.06,517.27
2011-10-03,79.19,490.98,481.18,471.34,380.6725
2011-10-04,113.14,532.28,526.23,543.19,428.71000000000004
2011-10-05,275.7,502.83,518.87,539.05,459.1125
2011-10-06,219.11,424.09,497.97,502.52,410.9225
2011-10-07,413.04,334.62,306.46,409.92,366.01000000000005
2011-10-08,251.32,278.59,262.7,288.94,270.3875
2011-10-09,421.35,361.27,326.29,453.11,390.505
2011-10-10,367.96,428.5,314.56,413.38,381.1
2011-10-11,470.91,429.1,383.86,511.26,448.78249999999997
2011-10-12,435.41,455.78,342.51,453.94,421.91
2011-10-13,491.63,409.84,407.67,424.23,433.34250000000003
2011-10-14,328.75,381.73,395.85,427.91,383.56
2011-10-15,236.36,285.72,275.5,293.47,272.76250000000005
2011-10-16,235.21,244.38,243.93,252.7,244.055
2011-10-17,79.86,111.24,79.4,76.8,86.825
2011-10-18,60.86,61.22,42.94,48.09,53.277499999999996
2011-10-19,415.55,218.87,203.82,210.92,262.29
2011-10-20,844.2,464.77,383.92,381.0,518.4725000000001
2011-10-21,1010.56,503.29,450.96,459.15,605.99
2011-10-22,626.94,484.08,442.09,454.94,502.0125
2011-10-23,377.67,340.08,358.96,363.9,360.15250000000003
2011-10-24,458.53,269.58,432.42,462.08,405.6525
2011-10-25,424.04,412.66,403.73,422.96,415.8475
2011-10-26,449.87,436.18,423.39,407.11,429.13750000000005
2011-10-27,299.72,283.45,260.89,278.32,280.595
2011-10-28,160.04,131.99,144.27,192.42,157.17999999999998
2011-10-29,263.18,182.05,117.78,255.37,204.595
2011-10-30,97.45,73.13,51.43,127.93,87.485
2011-10-31,230.74,87.92,105.83,211.7,159.0475
2011-11-01,414.85,323.79,153.13,350.19,310.49
2011-11-02,419.48,314.9,198.15,404.35,334.22
2011-11-03,374.86,173.13,,291.01,279.6666666666667
2011-11-04,240.86,242.32,,282.45,255.21
2011-11-05,352.58,263.26,,357.03,324.28999999999996
2011-11-06,304.84,242.52,,309.46,285.6066666666666
2011-11-07,334.11,19.62,,315.64,223.12333333333333
2011-11-08,386.17,2.1,,364.14,250.80333333333337
2011-11-09,390.84,4.09,,369.48,254.8033333333333
2011-11-10,411.28,3.86,,379.17,264.77
2011-11-11,399.96,2.1,,379.84,260.6333333333333
2011-11-12,381.72,4.25,,384.88,256.95
2011-11-13,393.26,5.77,,380.91,259.98
2011-11-14,280.76,8.06,,294.76,194.52666666666664
2011-11-15,265.0,0.22,,333.1,199.44000000000003
2011-11-16,356.95,0.0,,370.21,242.38666666666666
2011-11-17,349.84,,,356.81,353.325
2011-11-18,140.5,,,130.4,135.45
2011-11-19,338.95,,,348.61,343.78
2011-11-20,333.84,,,329.75,331.79499999999996
2011-11-21,306.69,,,250.44,278.565
2011-11-22,400.79,339.39,0.0,365.77,276.4875
2011-11-23,374.68,170.16,166.05,349.79,265.17
2011-11-24,388.21,137.14,0.76,365.46,222.89249999999998
2011-11-25,248.96,0.44,0.01,257.78,126.79749999999999
2011-11-26,324.91,0.03,0.15,316.35,160.36
2011-11-27,298.37,252.75,0.33,321.61,218.26500000000001
2011-11-28,326.22,,0.15,318.55,214.97333333333336
2011-11-29,333.34,,0.51,332.54,222.13
2011-11-30,323.81,,,350.21,337.01
2011-12-01,209.54,,,355.5,282.52
2011-12-02,206.57,,,246.03,226.3
2011-12-03,230.07,,,252.62,241.345
2011-12-04,270.81,,,288.9,279.855
2011-12-05,301.02,,,345.82,323.41999999999996
2011-12-06,319.0,,,343.69,331.345
2011-12-07,343.3,,,340.47,341.885
2011-12-08,251.76,,,241.54,246.64999999999998
2011-12-09,156.76,,,162.98,159.87
2011-12-10,121.61,,,96.26,108.935
2011-12-11,224.07,,,225.76,224.915
2011-12-12,375.67,,,325.1,350.385
2011-12-13,359.78,,,317.21,338.495
2011-12-14,323.92,,0.65,320.97,215.17999999999998
2011-12-15,193.0,,2.13,164.11,119.74666666666667
2011-12-16,256.72,,0.52,273.36,176.86666666666667
2011-12-17,106.94,,0.36,252.65,119.98333333333333
2011-12-18,206.5,,0.04,341.59,182.71
2011-12-19,287.26,,1.23,325.08,204.5233333333333
2011-12-20,275.06,,1.03,260.83,178.97333333333333
2011-12-21,285.66,,0.34,287.66,191.22000000000003
2011-12-22,286.01,,0.35,268.51,184.95666666666668
2011-12-23,310.39,,0.51,321.77,210.89
2011-12-24,281.68,,1.25,265.93,182.95333333333335
2011-12-25,302.6,,4.88,268.35,191.94333333333336
2011-12-26,333.85,,2.12,314.53,216.83333333333334
2011-12-27,241.95,,0.07,216.89,152.97
2011-12-28,362.21,,62.44,347.12,257.25666666666666
2011-12-29,303.06,,3.11,278.91,195.02666666666667
2011-12-30,368.48,,0.06,343.43,237.32333333333335
2011-12-31,346.41,,2.91,326.01,225.11
2012-01-01,281.78,,3.84,352.3,212.64
2012-01-02,265.9,,0.12,232.3,166.10666666666665
2012-01-03,368.03,,0.21,355.86,241.36666666666665
2012-01-04,370.69,,2.3,357.35,243.4466666666667
2012-01-05,367.94,,0.38,354.73,241.01666666666665
2012-01-06,360.69,,0.39,349.76,236.94666666666663
2012-01-07,349.48,,152.27,340.58,280.77666666666664
2012-01-08,358.09,,123.96,351.39,277.81333333333333
2012-01-09,210.02,,137.51,254.91,200.8133333333333
2012-01-10,308.65,,173.06,315.04,265.5833333333333
2012-01-11,99.55,,0.13,95.54,65.07333333333334
2012-01-12,335.41,,38.31,333.69,235.80333333333337
2012-01-13,322.49,,4.21,314.15,213.61666666666665
2012-01-14,212.04,,17.59,200.1,143.24333333333334
2012-01-15,383.42,,57.81,366.04,269.09
2012-01-16,304.19,,35.94,312.61,217.58
2012-01-17,364.13,,224.21,351.82,313.3866666666667
2012-01-18,394.12,356.43,132.98,371.91,313.86
2012-01-19,418.54,325.24,0.15,389.9,283.4575
2012-01-20,373.64,383.72,189.3,382.96,332.40500000000003
2012-01-21,405.28,414.7,2.52,370.96,298.365
2012-01-22,353.01,280.83,138.28,330.96,275.77
2012-01-23,343.55,158.56,142.01,296.74,235.215
2012-01-24,387.09,266.28,143.76,349.09,286.55499999999995
2012-01-25,397.34,221.27,,111.28,243.29666666666665
2012-01-26,347.14,138.76,,,242.95
2012-01-27,241.68,,,,241.68
2012-01-28,287.4,,,,287.4
2012-01-29,188.34,,,,188.34
2012-01-30,423.88,,,,423.88
2012-01-31,440.21,,,,440.21
2012-02-01,417.36,,,,417.36
2012-02-02,207.89,,,,207.89
2012-02-03,274.42,,,,274.42
2012-02-04,340.16,,,,340.16
2012-02-05,230.69,,,,230.69
2012-02-06,214.28,,,,214.28
2012-02-07,409.73,88.0,,,248.865
2012-02-08,215.1,63.84,,,139.47
2012-02-09,250.16,84.92,,,167.54
2012-02-10,290.22,118.89,,,204.555
2012-02-11,387.32,91.58,,,239.45
2012-02-12,414.3,99.59,,,256.945
2012-02-13,442.92,274.35,,,358.635
2012-02-14,354.68,276.11,,,315.395
2012-02-15,452.97,269.55,,,361.26
2012-02-16,390.1,136.28,,,263.19
2012-02-17,383.48,,,,383.48
2012-02-18,184.46,,,,184.46
2012-02-19,337.53,,,,337.53
2012-02-20,409.22,,,,409.22
2012-02-21,451.52,1475.49,,,963.505
2012-02-22,431.29,,,,431.29
2012-02-23,478.86,,,,478.86
2012-02-24,447.84,,,,447.84
2012-02-25,211.14,,,,211.14
2012-02-26,205.91,,,,205.91
2012-02-27,398.73,,,,398.73
2012-02-28,468.82,,,,468.82
2012-02-29,433.14,,,,433.14
2012-03-01,439.54,,,,439.54
2012-03-02,437.54,,,,437.54
2012-03-03,425.31,,,,425.31
2012-03-04,333.15,,,,333.15
2012-03-05,517.88,,,,517.88
2012-03-06,418.98,,,,418.98
2012-03-07,449.86,,,,449.86
2012-03-08,246.13,,,,246.13
2012-03-09,348.45,,,,348.45
2012-03-10,524.1,,,,524.1
2012-03-11,263.69,,,,263.69
2012-03-12,514.67,,,,514.67
2012-03-13,465.31,,,,465.31
2012-03-14,404.08,,,,404.08
2012-03-15,360.18,,,,360.18
2012-03-16,517.75,,,,517.75
2012-03-17,548.76,,,,548.76
2012-03-18,439.69,,,,439.69
2012-03-19,544.94,,,,544.94
2012-03-20,379.13,,,,379.13
2012-03-21,538.29,,,,538.29
2012-03-22,530.05,,,,530.05
2012-03-23,362.79,,,,362.79
2012-03-24,543.47,,,,543.47
2012-03-25,352.25,,,515.97,434.11
2012-03-26,559.39,,,469.39,514.39
2012-03-27,572.28,,,487.92,530.1
2012-03-28,437.05,,,440.76,438.905
2012-03-29,523.34,,,458.84,491.09000000000003
2012-03-30,553.22,,,12.22,282.72
2012-03-31,456.14,,,,456.14
2012-04-01,587.08,,,,587.08
2012-04-02,582.31,,,,582.31
2012-04-03,561.41,,,,561.41
2012-04-04,465.71,,,,465.71
2012-04-05,483.68,,,,483.68
2012-04-06,467.77,,,,467.77
2012-04-07,587.32,,,,587.32
2012-04-08,614.39,,,,614.39
2012-04-09,615.02,,,,615.02
2012-04-10,405.89,,,,405.89
2012-04-11,439.5,,,,439.5
2012-04-12,584.8,,,,584.8
2012-04-13,508.8,,,,508.8
2012-04-14,247.98,,,,247.98
2012-04-15,560.71,,,,560.71
2012-04-16,479.78,,,,479.78
2012-04-17,602.69,,,,602.69
2012-04-18,621.96,,,,621.96
2012-04-19,435.03,,,584.72,509.875
2012-04-20,377.25,,,443.28,410.265
2012-04-21,208.77,,,186.06,197.41500000000002
2012-04-22,486.66,,,477.59,482.125
2012-04-23,581.78,,,564.97,573.375
2012-04-24,649.12,,,587.59,618.355
2012-04-25,593.77,,,589.37,591.5699999999999
2012-04-26,643.52,,,577.11,610.315
2012-04-27,558.94,,,520.76,539.85
2012-04-28,465.69,,,411.94,438.815
2012-04-29,153.09,,,160.9,156.995
2012-04-30,429.69,,,389.19,409.44
2012-05-01,462.34,,,426.18,444.26
2012-05-02,607.98,,,516.53,562.255
2012-05-03,636.9,,,596.54,616.72
2012-05-04,628.94,,,546.52,587.73
2012-05-05,633.49,,,598.7,616.095
2012-05-06,649.19,,,602.72,625.955
2012-05-07,502.71,,,472.29,487.5
2012-05-08,321.82,,,353.19,337.505
2012-05-09,579.93,,,560.89,570.41
2012-05-10,523.25,,,500.4,511.825
2012-05-11,607.54,,,559.85,583.6949999999999
2012-05-12,593.8,,,558.98,576.39
2012-05-13,502.12,,,492.89,497.505
2012-05-14,535.96,,,525.04,530.5
2012-05-15,368.93,,,400.52,384.725
2012-05-16,191.44,,,219.83,205.635
2012-05-17,396.18,,,514.57,455.375
2012-05-18,600.78,,,687.61,644.1949999999999
2012-05-19,538.71,,,555.79,547.25
2012-05-20,672.43,,,669.57,671.0
2012-05-21,666.28,,,647.27,656.775
2012-05-22,688.39,,,641.13,664.76
2012-05-23,658.89,,,623.17,641.03
2012-05-24,486.06,,,467.14,476.6
2012-05-25,664.67,,,615.37,640.02
2012-05-26,590.25,,,618.39,604.3199999999999
2012-05-27,596.13,,,438.75,517.44
2012-05-28,431.9,,,450.95,441.42499999999995
2012-05-29,402.18,,,512.18,457.17999999999995
2012-05-30,585.33,,,445.49,515.4100000000001
2012-05-31,277.9,,,286.33,282.115
2012-06-01,268.2,,,229.05,248.625
2012-06-02,576.47,,,312.48,444.475
2012-06-03,653.98,,,343.44,498.71000000000004
2012-06-04,435.6,,,379.87,407.735
2012-06-05,280.62,,,175.94,228.28
2012-06-06,138.01,,,77.72,107.865
2012-06-07,252.68,,,176.53,214.60500000000002
2012-06-08,250.89,,,156.16,203.52499999999998
2012-06-09,481.26,,,399.63,440.445
2012-06-10,501.63,,,307.64,404.635
2012-06-11,654.18,,,567.95,611.065
2012-06-12,625.41,,,607.32,616.365
2012-06-13,639.34,,,588.29,613.815
2012-06-14,614.99,,,537.46,576.225
2012-06-15,499.97,,,508.03,504.0
2012-06-16,659.98,,,646.46,653.22
2012-06-17,603.23,,,601.3,602.265
2012-06-18,671.32,,,471.83,571.575
2012-06-19,395.63,,,409.64,402.635
2012-06-20,241.66,,,247.08,244.37
2012-06-21,419.68,,,383.09,401.385
2012-06-22,434.79,,,396.89,415.84000000000003
2012-06-23,191.04,,,140.35,165.695
2012-06-24,96.55,,,91.58,94.065
2012-06-25,224.52,,,161.69,193.10500000000002
2012-06-26,477.07,,,413.1,445.08500000000004
2012-06-27,458.08,,,394.86,426.47
2012-06-28,666.97,,,571.24,619.105
2012-06-29,653.29,,,516.8,585.045
2012-06-30,558.09,,,550.1,554.095
2012-07-01,615.43,,,611.87,613.65
2012-07-02,598.78,,,567.02,582.9
2012-07-03,603.54,,,597.41,600.4749999999999
2012-07-04,573.31,,,385.94,479.625
2012-07-05,398.09,,,244.3,321.195
2012-07-06,548.62,,,413.95,481.28499999999997
2012-07-07,647.58,,,327.94,487.76
2012-07-08,487.41,,,260.61,374.01
2012-07-09,446.96,,,250.53,348.745
2012-07-10,557.03,,,420.21,488.62
2012-07-11,391.04,,,256.12,323.58000000000004
2012-07-12,573.77,,,212.74,393.255
2012-07-13,617.89,,,263.54,440.71500000000003
2012-07-14,543.47,,,403.92,473.69500000000005
2012-07-15,472.57,,,348.15,410.36
2012-07-16,348.36,,,147.29,247.825
2012-07-17,387.78,,,386.8,387.28999999999996
2012-07-18,558.46,,,266.97,412.71500000000003
2012-07-19,631.53,,,586.52,609.025
2012-07-20,670.67,,,472.75,571.71
2012-07-21,654.62,,,473.81,564.215
2012-07-22,260.44,,,211.21,235.825
2012-07-23,426.05,,,293.15,359.6
2012-07-24,456.03,,,360.37,408.2
2012-07-25,598.39,,,456.53,527.46
2012-07-26,592.5,,,549.5,571.0
2012-07-27,629.33,,,478.15,553.74
