date,Mean_NO,NO
8/26/2011,0.042199871,42.19987112
8/27/2011,0.04245004,42.45004008
8/28/2011,0.042700209,42.70020904
8/29/2011,0.042950378,42.950378
8/30/2011,0.043200547,43.20054696
8/31/2011,0.043450716,43.45071592
9/1/2011,0.043700885,43.70088488
9/2/2011,0.043951054,43.95105385
9/3/2011,0.044201223,44.20122281
9/4/2011,0.044451392,44.45139177
9/5/2011,0.044701561,44.70156073
9/6/2011,0.04495173,44.95172969
9/7/2011,0.045201899,45.20189865
9/8/2011,0.045452068,45.45206762
9/9/2011,0.045702237,45.70223658
9/10/2011,0.045952406,45.95240554
9/11/2011,0.046202574,46.2025745
9/12/2011,0.046452743,46.45274346
9/13/2011,0.046702912,46.70291242
9/14/2011,0.046953081,46.95308138
9/15/2011,0.04720325,47.20325035
9/16/2011,0.047453419,47.45341931
9/17/2011,0.047703588,47.70358827
9/18/2011,0.047953757,47.95375723
9/19/2011,0.048203926,48.20392619
9/20/2011,0.050970768,50.97076838
9/21/2011,0.053737611,53.73761056
9/22/2011,0.056504453,56.50445275
9/23/2011,0.059271295,59.27129493
9/24/2011,0.062038137,62.03813712
9/25/2011,0.064804979,64.80497931
9/26/2011,0.067571821,67.57182149
9/27/2011,0.070338664,70.33866368
9/28/2011,0.073105506,73.10550586
9/29/2011,0.075872348,75.87234805
9/30/2011,0.07863919,78.63919024
10/1/2011,0.081406032,81.40603242
10/2/2011,0.084172875,84.17287461
10/3/2011,0.086939717,86.93971679
10/4/2011,0.089706559,89.70655898
10/5/2011,0.092473401,92.47340117
10/6/2011,0.095240243,95.24024335
10/7/2011,0.098007086,98.00708554
10/8/2011,0.100773928,100.7739277
10/9/2011,0.10354077,103.5407699
10/10/2011,0.106307612,106.3076121
10/11/2011,0.107784215,107.7842147
10/12/2011,0.109260817,109.2608173
10/13/2011,0.11073742,110.7374199
10/14/2011,0.112214023,112.2140225
10/15/2011,0.113690625,113.6906252
10/16/2011,0.115167228,115.1672278
10/17/2011,0.11664383,116.6438304
10/18/2011,0.118120433,118.120433
10/19/2011,0.119597036,119.5970356
10/20/2011,0.121073638,121.0736382
10/21/2011,0.122550241,122.5502408
10/22/2011,0.124026843,124.0268434
10/23/2011,0.125503446,125.503446
10/24/2011,0.126980049,126.9800487
10/25/2011,0.128456651,128.4566513
10/26/2011,0.129933254,129.9332539
10/27/2011,0.131409856,131.4098565
10/28/2011,0.132886459,132.8864591
10/29/2011,0.134363062,134.3630617
10/30/2011,0.135839664,135.8396643
10/31/2011,0.137316267,137.3162669
11/1/2011,0.13879287,138.7928696
11/2/2011,0.140269472,140.2694722
11/3/2011,0.141746075,141.7460748
11/4/2011,0.143222677,143.2226774
11/5/2011,0.14469928,144.69928
11/6/2011,0.146175883,146.1758826
11/7/2011,0.147652485,147.6524852
11/8/2011,0.149129088,149.1290878
11/9/2011,0.15060569,150.6056905
11/10/2011,0.152082293,152.0822931
11/11/2011,0.153558896,153.5588957
11/12/2011,0.155035498,155.0354983
11/13/2011,0.156512101,156.5121009
11/14/2011,0.157988704,157.9887035
11/15/2011,0.158162338,158.1623377
11/16/2011,0.164426675,164.4266753
11/17/2011,0.170691013,170.691013
11/18/2011,0.176955351,176.9553506
11/19/2011,0.183219688,183.2196883
11/20/2011,0.189484026,189.484026
11/21/2011,0.195748364,195.7483636
11/22/2011,0.202012701,202.0127013
11/23/2011,0.208277039,208.277039
11/24/2011,0.214541377,214.5413766
11/25/2011,0.220805714,220.8057143
11/26/2011,0.227070052,227.0700519
11/27/2011,0.23333439,233.3343896
11/28/2011,0.239598727,239.5987273
11/29/2011,0.245863065,245.8630649
11/30/2011,0.252127403,252.1274026
12/1/2011,0.25839174,258.3917403
12/2/2011,0.264656078,264.6560779
12/3/2011,0.270920416,270.9204156
12/4/2011,0.277184753,277.1847532
12/5/2011,0.283449091,283.4490909
12/6/2011,0.283005994,283.0059942
12/7/2011,0.281604641,281.6046414
12/8/2011,0.280203289,280.2032886
12/9/2011,0.278801936,278.8019359
12/10/2011,0.277400583,277.4005831
12/11/2011,0.27599923,275.9992303
12/12/2011,0.274597878,274.5978776
12/13/2011,0.273196525,273.1965248
12/14/2011,0.271795172,271.795172
12/15/2011,0.270393819,270.3938192
12/16/2011,0.268992466,268.9924665
12/17/2011,0.267591114,267.5911137
12/18/2011,0.266189761,266.1897609
12/19/2011,0.264788408,264.7884082
12/20/2011,0.263387055,263.3870554
12/21/2011,0.261985703,261.9857026
12/22/2011,0.26058435,260.5843499
12/23/2011,0.259182997,259.1829971
12/24/2011,0.257781644,257.7816443
12/25/2011,0.256380292,256.3802915
12/26/2011,0.254978939,254.9789388
12/27/2011,0.253577586,253.577586
12/28/2011,0.252176233,252.1762332
12/29/2011,0.25077488,250.7748805
12/30/2011,0.249373528,249.3735277
12/31/2011,0.247972175,247.9721749
1/1/2012,0.246570822,246.5708222
1/2/2012,0.245169469,245.1694694
1/3/2012,0.243768117,243.7681166
1/4/2012,0.242366764,242.3667638
1/5/2012,0.240965411,240.9654111
1/6/2012,0.239564058,239.5640583
1/7/2012,0.238162706,238.1627055
1/8/2012,0.236761353,236.7613528
1/9/2012,0.23536,235.36
1/10/2012,0.233958647,233.9586472
1/11/2012,0.232557294,232.5572945
1/12/2012,0.231155942,231.1559417
1/13/2012,0.229754589,229.7545889
1/14/2012,0.228353236,228.3532362
1/15/2012,0.226951883,226.9518834
1/16/2012,0.225550531,225.5505306
1/17/2012,0.224149178,224.1491778
1/18/2012,0.222747825,222.7478251
1/19/2012,0.221346472,221.3464723
1/20/2012,0.21994512,219.9451195
1/21/2012,0.218543767,218.5437668
1/22/2012,0.217142414,217.142414
1/23/2012,0.215741061,215.7410612
1/24/2012,0.217725714,217.7257143
1/25/2012,0.217660132,217.6601319
1/26/2012,0.217594549,217.5945495
1/27/2012,0.217528967,217.528967
1/28/2012,0.217463385,217.4633846
1/29/2012,0.217397802,217.3978022
1/30/2012,0.21733222,217.3322198
1/31/2012,0.217266637,217.2666374
2/1/2012,0.217201055,217.2010549
2/2/2012,0.217135473,217.1354725
2/3/2012,0.21706989,217.0698901
2/4/2012,0.217004308,217.0043077
2/5/2012,0.216938725,216.9387253
2/6/2012,0.216873143,216.8731429
2/7/2012,0.21946149,219.4614895
2/8/2012,0.219626143,219.6261428
2/9/2012,0.219790796,219.7907961
2/10/2012,0.219955449,219.9554494
2/11/2012,0.220120103,220.1201027
2/12/2012,0.220284756,220.284756
2/13/2012,0.220449409,220.4494093
2/14/2012,0.220614063,220.6140626
2/15/2012,0.220778716,220.7787159
2/16/2012,0.220943369,220.9433692
2/17/2012,0.221108023,221.1080225
2/18/2012,0.221272676,221.2726758
2/19/2012,0.221437329,221.4373291
2/20/2012,0.221601982,221.6019824
2/21/2012,0.221766636,221.7666357
2/22/2012,0.221931289,221.9312891
2/23/2012,0.222095942,222.0959424
2/24/2012,0.222260596,222.2605957
2/25/2012,0.222425249,222.425249
2/26/2012,0.222589902,222.5899023
2/27/2012,0.222754556,222.7545556
2/28/2012,0.222919209,222.9192089
2/29/2012,0.223083862,223.0838622
3/1/2012,0.223248515,223.2485155
3/2/2012,0.223413169,223.4131688
3/3/2012,0.223577822,223.5778221
3/4/2012,0.223742475,223.7424754
3/5/2012,0.223907129,223.9071287
3/6/2012,0.224071782,224.071782
3/7/2012,0.224236435,224.2364353
3/8/2012,0.224401089,224.4010886
3/9/2012,0.224565742,224.5657419
3/10/2012,0.224730395,224.7303952
3/11/2012,0.224895048,224.8950485
3/12/2012,0.225059702,225.0597018
3/13/2012,0.225224355,225.2243551
3/14/2012,0.225389008,225.3890084
3/15/2012,0.225553662,225.5536617
3/16/2012,0.225718315,225.718315
3/17/2012,0.225882968,225.8829683
3/18/2012,0.226047622,226.0476216
3/19/2012,0.226212275,226.2122749
3/20/2012,0.226221567,226.2215668
3/21/2012,0.223054304,223.0543044
3/22/2012,0.219887042,219.887042
3/23/2012,0.21671978,216.7197795
3/24/2012,0.213552517,213.5525171
3/25/2012,0.210385255,210.3852547
3/26/2012,0.207217992,207.2179923
3/27/2012,0.20405073,204.0507299
3/28/2012,0.200883467,200.8834675
3/29/2012,0.197716205,197.716205
3/30/2012,0.194548943,194.5489426
3/31/2012,0.19138168,191.3816802
4/1/2012,0.188214418,188.2144178
4/2/2012,0.185047155,185.0471554
4/3/2012,0.182051905,182.0519046
4/4/2012,0.180490909,180.4909091
4/5/2012,0.178929914,178.9299137
4/6/2012,0.177368918,177.3689182
4/7/2012,0.175807923,175.8079227
4/8/2012,0.174246927,174.2469272
4/9/2012,0.172685932,172.6859317
4/10/2012,0.171124936,171.1249363
4/11/2012,0.169563941,169.5639408
4/12/2012,0.168002945,168.0029453
4/13/2012,0.16644195,166.4419498
4/14/2012,0.164880954,164.8809544
4/15/2012,0.163319959,163.3199589
4/16/2012,0.161758963,161.7589634
4/17/2012,0.160197968,160.1979679
4/18/2012,0.158636972,158.6369725
4/19/2012,0.157075977,157.075977
4/20/2012,0.155514982,155.5149815
4/21/2012,0.153953986,153.953986
4/22/2012,0.152392991,152.3929906
4/23/2012,0.150831995,150.8319951
4/24/2012,0.149271,149.2709996
4/25/2012,0.147710004,147.7100041
4/26/2012,0.146149009,146.1490087
4/27/2012,0.144588013,144.5880132
4/28/2012,0.143027018,143.0270177
4/29/2012,0.141466022,141.4660222
4/30/2012,0.139905027,139.9050268
5/1/2012,0.138344031,138.3440313
5/2/2012,0.136783036,136.7830358
5/3/2012,0.13522204,135.2220403
5/4/2012,0.133661045,133.6610449
5/5/2012,0.132100049,132.1000494
5/6/2012,0.130539054,130.5390539
5/7/2012,0.128978058,128.9780584
5/8/2012,0.127417063,127.417063
5/9/2012,0.125856067,125.8560675
5/10/2012,0.124295072,124.295072
5/11/2012,0.122734077,122.7340765
5/12/2012,0.121173081,121.1730811
5/13/2012,0.119612086,119.6120856
5/14/2012,0.11805109,118.0510901
5/15/2012,0.116490095,116.4900946
5/16/2012,0.114929099,114.9290992
5/17/2012,0.113368104,113.3681037
5/18/2012,0.111807108,111.8071082
5/19/2012,0.110246113,110.2461127
5/20/2012,0.108685117,108.6851173
5/21/2012,0.107124122,107.1241218
5/22/2012,0.106937771,106.9377709
5/23/2012,0.10675142,106.75142
5/24/2012,0.106565069,106.5650692
5/25/2012,0.106378718,106.3787183
5/26/2012,0.106192367,106.1923674
5/27/2012,0.106006017,106.0060166
5/28/2012,0.105819666,105.8196657
5/29/2012,0.105633315,105.6333148
5/30/2012,0.105446964,105.4469639
5/31/2012,0.105260613,105.2606131
6/1/2012,0.105074262,105.0742622
6/2/2012,0.104887911,104.8879113
6/3/2012,0.10470156,104.7015605
6/4/2012,0.10451521,104.5152096
6/5/2012,0.104328859,104.3288587
6/6/2012,0.104142508,104.1425078
6/7/2012,0.103956157,103.956157
6/8/2012,0.103769806,103.7698061
6/9/2012,0.103583455,103.5834552
6/10/2012,0.103397104,103.3971044
6/11/2012,0.103210753,103.2107535
6/12/2012,0.103551799,103.5517987
6/13/2012,0.103892844,103.8928438
6/14/2012,0.104233889,104.233889
6/15/2012,0.104574934,104.5749342
6/16/2012,0.104915979,104.9159794
6/17/2012,0.105257025,105.2570245
6/18/2012,0.10559807,105.5980697
6/19/2012,0.105939115,105.9391149
6/20/2012,0.10628016,106.2801601
6/21/2012,0.106621205,106.6212052
6/22/2012,0.10696225,106.9622504
6/23/2012,0.107303296,107.3032956
6/24/2012,0.107644341,107.6443408
6/25/2012,0.107985386,107.9853859
6/26/2012,0.108326431,108.3264311
6/27/2012,0.108667476,108.6674763
6/28/2012,0.109008521,109.0085215
6/29/2012,0.109349567,109.3495666
6/30/2012,0.109690612,109.6906118
7/1/2012,0.110031657,110.031657
7/2/2012,0.110372702,110.3727022
7/3/2012,0.110713747,110.7137473
7/4/2012,0.111054793,111.0547925
7/5/2012,0.111395838,111.3958377
7/6/2012,0.111736883,111.7368829
7/7/2012,0.112077928,112.077928
7/8/2012,0.112418973,112.4189732
7/9/2012,0.112760018,112.7600184
7/10/2012,0.113101064,113.1010636
7/11/2012,0.113442109,113.4421088
7/12/2012,0.113783154,113.7831539
7/13/2012,0.114124199,114.1241991
7/14/2012,0.114465244,114.4652443
7/15/2012,0.114806289,114.8062895
7/16/2012,0.115147335,115.1473346
7/17/2012,0.114298584,114.2985839
7/18/2012,0.1131182,113.1182005
7/19/2012,0.111937817,111.9378171
7/20/2012,0.110757434,110.7574337
7/21/2012,0.10957705,109.5770503
7/22/2012,0.108396667,108.3966669
7/23/2012,0.107216284,107.2162835
7/24/2012,0.1060359,106.0359001
7/25/2012,0.104855517,104.8555167
7/26/2012,0.103675133,103.6751333
7/27/2012,0.10249475,102.4947499
7/28/2012,0.101314367,101.3143665
7/29/2012,0.100133983,100.1339831
7/30/2012,0.0989536,98.95359974
7/31/2012,0.097773216,97.77321635
8/1/2012,0.096592833,96.59283295
8/2/2012,0.09541245,95.41244955
8/3/2012,0.094232066,94.23206616
8/4/2012,0.093051683,93.05168276
8/5/2012,0.091871299,91.87129937
8/6/2012,0.090690916,90.69091597
8/7/2012,0.089510533,89.51053258
8/8/2012,0.088330149,88.33014918
8/9/2012,0.087149766,87.14976578
8/10/2012,0.085969382,85.96938239
8/11/2012,0.084788999,84.78899899
8/12/2012,0.083608616,83.6086156
8/13/2012,0.082428232,82.4282322
8/14/2012,0.083928688,83.92868781
8/15/2012,0.087554427,87.55442686
8/16/2012,0.091180166,91.18016591
8/17/2012,0.094805905,94.80590497
8/18/2012,0.098431644,98.43164402
8/19/2012,0.102057383,102.0573831
8/20/2012,0.105683122,105.6831221
8/21/2012,0.109308861,109.3088612
8/22/2012,0.1129346,112.9346002
8/23/2012,0.116560339,116.5603393
8/24/2012,0.120186078,120.1860783
8/25/2012,0.123811817,123.8118174
8/26/2012,0.127437556,127.4375564
8/27/2012,0.131063296,131.0632955
8/28/2012,0.134689035,134.6890346
8/29/2012,0.138314774,138.3147736
8/30/2012,0.141940513,141.9405127
8/31/2012,0.145566252,145.5662517
9/1/2012,0.149191991,149.1919908
9/2/2012,0.15281773,152.8177298
9/3/2012,0.156443469,156.4434689
9/4/2012,0.160069208,160.0692079
9/5/2012,0.163694947,163.694947
9/6/2012,0.167320686,167.320686
9/7/2012,0.170946425,170.9464251
9/8/2012,0.174572164,174.5721641
9/9/2012,0.178197903,178.1979032
9/10/2012,0.181823642,181.8236422
9/11/2012,0.185449381,185.4493813
9/12/2012,0.18907512,189.0751204
9/13/2012,0.192700859,192.7008594
9/14/2012,0.196326598,196.3265985
9/15/2012,0.199952338,199.9523375
9/16/2012,0.203578077,203.5780766
9/17/2012,0.207203816,207.2038156
9/18/2012,0.210829555,210.8295547
9/19/2012,0.211948448,211.9484483
9/20/2012,0.210376525,210.3765246
9/21/2012,0.208804601,208.8046009
9/22/2012,0.207232677,207.2326772
9/23/2012,0.205660754,205.6607535
9/24/2012,0.20408883,204.0888299
9/25/2012,0.202516906,202.5169062
9/26/2012,0.200944982,200.9449825
9/27/2012,0.199373059,199.3730588
9/28/2012,0.197801135,197.8011351
9/29/2012,0.196229211,196.2292114
9/30/2012,0.194657288,194.6572878
10/1/2012,0.193085364,193.0853641
10/2/2012,0.19151344,191.5134404
10/3/2012,0.189941517,189.9415167
10/4/2012,0.188369593,188.369593
10/5/2012,0.186797669,186.7976694
10/6/2012,0.185225746,185.2257457
10/7/2012,0.183653822,183.653822
10/8/2012,0.182081898,182.0818983
10/9/2012,0.181308808,181.3088085
10/10/2012,0.183554961,183.5549606
10/11/2012,0.185801113,185.8011127
10/12/2012,0.188047265,188.0472648
10/13/2012,0.190293417,190.2934169
10/14/2012,0.192539569,192.5395691
10/15/2012,0.194785721,194.7857212
10/16/2012,0.197031873,197.0318733
10/17/2012,0.199278025,199.2780254
10/18/2012,0.201524178,201.5241775
10/19/2012,0.20377033,203.7703297
10/20/2012,0.206016482,206.0164818
10/21/2012,0.208262634,208.2626339
10/22/2012,0.210508786,210.508786
10/23/2012,0.212754938,212.7549382
10/24/2012,0.21500109,215.0010903
10/25/2012,0.217247242,217.2472424
10/26/2012,0.219493395,219.4933945
10/27/2012,0.221739547,221.7395466
10/28/2012,0.223985699,223.9856988
10/29/2012,0.226231851,226.2318509
10/30/2012,0.228478003,228.478003
10/31/2012,0.230724155,230.7241551
11/1/2012,0.232970307,232.9703072
11/2/2012,0.235216459,235.2164594
11/3/2012,0.237462611,237.4626115
11/4/2012,0.239708764,239.7087636
11/5/2012,0.241954916,241.9549157
11/6/2012,0.244201068,244.2010678
11/7/2012,0.24644722,246.44722
11/8/2012,0.248693372,248.6933721
11/9/2012,0.250939524,250.9395242
11/10/2012,0.253185676,253.1856763
11/11/2012,0.255431828,255.4318285
11/12/2012,0.257677981,257.6779806
11/13/2012,0.259924133,259.9241327
11/14/2012,0.262170285,262.1702848
11/15/2012,0.264416437,264.4164369
11/16/2012,0.266662589,266.6625891
11/17/2012,0.268908741,268.9087412
11/18/2012,0.271154893,271.1548933
11/19/2012,0.273401045,273.4010454
11/20/2012,0.275647198,275.6471975
11/21/2012,0.27789335,277.8933497
11/22/2012,0.280139502,280.1395018
11/23/2012,0.282385654,282.3856539
11/24/2012,0.284631806,284.631806
11/25/2012,0.286877958,286.8779581
11/26/2012,0.28912411,289.1241103
11/27/2012,0.291397959,291.3979592
11/28/2012,0.292193878,292.1938776
11/29/2012,0.292989796,292.9897959
11/30/2012,0.293785714,293.7857143
12/1/2012,0.294581633,294.5816327
12/2/2012,0.295377551,295.377551
12/3/2012,0.296173469,296.1734694
12/4/2012,0.296969388,296.9693878
12/5/2012,0.297765306,297.7653061
12/6/2012,0.298561224,298.5612245
12/7/2012,0.299357143,299.3571429
12/8/2012,0.300153061,300.1530612
12/9/2012,0.30094898,300.9489796
12/10/2012,0.301744898,301.744898
12/11/2012,0.303520408,303.5204082
12/12/2012,0.30519898,305.1989796
12/13/2012,0.306877551,306.877551
12/14/2012,0.308556122,308.5561224
12/15/2012,0.310234694,310.2346939
12/16/2012,0.311913265,311.9132653
12/17/2012,0.313591837,313.5918367
12/18/2012,0.315270408,315.2704082
12/19/2012,0.31694898,316.9489796
12/20/2012,0.318627551,318.627551
12/21/2012,0.320306122,320.3061224
12/22/2012,0.321984694,321.9846939
12/23/2012,0.323663265,323.6632653
12/24/2012,0.325341837,325.3418367
12/25/2012,0.327020408,327.0204082
12/26/2012,0.32869898,328.6989796
12/27/2012,0.330377551,330.377551
12/28/2012,0.332056122,332.0561224
12/29/2012,0.333734694,333.7346939
12/30/2012,0.335413265,335.4132653
12/31/2012,0.337091837,337.0918367
1/1/2013,0.338770408,338.7704082
1/2/2013,0.34044898,340.4489796
1/3/2013,0.342127551,342.127551
1/4/2013,0.343806122,343.8061224
1/5/2013,0.345484694,345.4846939
1/6/2013,0.347163265,347.1632653
1/7/2013,0.348841837,348.8418367
1/8/2013,0.349079365,349.0793651
1/9/2013,0.347599907,347.5999066
1/10/2013,0.346120448,346.1204482
1/11/2013,0.34464099,344.6409897
1/12/2013,0.343161531,343.1615313
1/13/2013,0.341682073,341.6820728
1/14/2013,0.340202614,340.2026144
1/15/2013,0.338723156,338.7231559
1/16/2013,0.337243697,337.2436975
1/17/2013,0.335764239,335.764239
1/18/2013,0.334284781,334.2847806
1/19/2013,0.332805322,332.8053221
1/20/2013,0.331325864,331.3258637
1/21/2013,0.329846405,329.8464052
1/22/2013,0.328366947,328.3669468
1/23/2013,0.326887488,326.8874883
1/24/2013,0.32540803,325.4080299
1/25/2013,0.323928571,323.9285714
1/26/2013,0.322449113,322.449113
1/27/2013,0.320969655,320.9696545
1/28/2013,0.319490196,319.4901961
1/29/2013,0.318010738,318.0107376
1/30/2013,0.316531279,316.5312792
1/31/2013,0.315051821,315.0518207
2/1/2013,0.313572362,313.5723623
2/2/2013,0.312092904,312.0929038
2/3/2013,0.310613445,310.6134454
2/4/2013,0.309133987,309.1339869
2/5/2013,0.307654528,307.6545285
2/6/2013,0.30617507,306.17507
2/7/2013,0.304695612,304.6956116
2/8/2013,0.303216153,303.2161531
2/9/2013,0.301736695,301.7366947
2/10/2013,0.300257236,300.2572362
2/11/2013,0.298777778,298.7777778
2/12/2013,0.29912013,299.1201299
2/13/2013,0.29950974,299.5097403
2/14/2013,0.299899351,299.8993506
2/15/2013,0.300288961,300.288961
2/16/2013,0.300678571,300.6785714
2/17/2013,0.301068182,301.0681818
2/18/2013,0.301457792,301.4577922
2/19/2013,0.301847403,301.8474026
2/20/2013,0.302237013,302.237013
2/21/2013,0.302626623,302.6266234
2/22/2013,0.303016234,303.0162338
2/23/2013,0.303405844,303.4058442
2/24/2013,0.303795455,303.7954545
2/25/2013,0.304185065,304.1850649
2/26/2013,0.304574675,304.5746753
2/27/2013,0.304964286,304.9642857
2/28/2013,0.305353896,305.3538961
3/1/2013,0.305743506,305.7435065
3/2/2013,0.306133117,306.1331169
3/3/2013,0.306522727,306.5227273
3/4/2013,0.306912338,306.9123377
3/5/2013,0.307301948,307.3019481
3/6/2013,0.307691558,307.6915584
3/7/2013,0.308081169,308.0811688
3/8/2013,0.308470779,308.4707792
3/9/2013,0.30886039,308.8603896
3/10/2013,0.30925,309.25
3/11/2013,0.30963961,309.6396104
3/12/2013,0.310029221,310.0292208
3/13/2013,0.310418831,310.4188312
3/14/2013,0.310808442,310.8084416
3/15/2013,0.311198052,311.1980519
3/16/2013,0.311587662,311.5876623
3/17/2013,0.311977273,311.9772727
3/18/2013,0.312366883,312.3668831
3/19/2013,0.312756494,312.7564935
3/20/2013,0.313146104,313.1461039
3/21/2013,0.313535714,313.5357143
3/22/2013,0.313925325,313.9253247
3/23/2013,0.314314935,314.3149351
3/24/2013,0.314704545,314.7045455
3/25/2013,0.315094156,315.0941558
3/26/2013,0.315483766,315.4837662
3/27/2013,0.315873377,315.8733766
3/28/2013,0.31047619,310.4761905
3/29/2013,0.304869048,304.8690476
3/30/2013,0.299261905,299.2619048
3/31/2013,0.293654762,293.6547619
4/1/2013,0.288047619,288.047619
4/2/2013,0.282440476,282.4404762
4/3/2013,0.276833333,276.8333333
4/4/2013,0.27122619,271.2261905
4/5/2013,0.265619048,265.6190476
4/6/2013,0.260011905,260.0119048
4/7/2013,0.254404762,254.4047619
4/8/2013,0.248797619,248.797619
4/9/2013,0.247619048,247.6190476
4/10/2013,0.245630952,245.6309524
4/11/2013,0.243642857,243.6428571
4/12/2013,0.241654762,241.6547619
4/13/2013,0.239666667,239.6666667
4/14/2013,0.237678571,237.6785714
4/15/2013,0.235690476,235.6904762
4/16/2013,0.233702381,233.702381
4/17/2013,0.231714286,231.7142857
4/18/2013,0.22972619,229.7261905
4/19/2013,0.227738095,227.7380952
4/20/2013,0.22575,225.75
4/21/2013,0.223761905,223.7619048
4/22/2013,0.22177381,221.7738095
4/23/2013,0.219785714,219.7857143
4/24/2013,0.217797619,217.797619
4/25/2013,0.215809524,215.8095238
4/26/2013,0.213821429,213.8214286
4/27/2013,0.211833333,211.8333333
4/28/2013,0.209845238,209.8452381
4/29/2013,0.207857143,207.8571429
4/30/2013,0.205869048,205.8690476
5/1/2013,0.203880952,203.8809524
5/2/2013,0.201892857,201.8928571
5/3/2013,0.199904762,199.9047619
5/4/2013,0.197916667,197.9166667
5/5/2013,0.195928571,195.9285714
5/6/2013,0.193940476,193.9404762
5/7/2013,0.191952381,191.952381
5/8/2013,0.189964286,189.9642857
5/9/2013,0.18797619,187.9761905
5/10/2013,0.185988095,185.9880952
5/11/2013,0.184,184
5/12/2013,0.182011905,182.0119048
5/13/2013,0.18002381,180.0238095
5/14/2013,0.178035714,178.0357143
5/15/2013,0.174742857,174.7428571
5/16/2013,0.172678571,172.6785714
5/17/2013,0.170614286,170.6142857
5/18/2013,0.16855,168.55
5/19/2013,0.166485714,166.4857143
5/20/2013,0.164421429,164.4214286
5/21/2013,0.162357143,162.3571429
5/22/2013,0.160292857,160.2928571
5/23/2013,0.158228571,158.2285714
5/24/2013,0.156164286,156.1642857
5/25/2013,0.1541,154.1
5/26/2013,0.152035714,152.0357143
5/27/2013,0.149971429,149.9714286
5/28/2013,0.147907143,147.9071429
5/29/2013,0.145842857,145.8428571
5/30/2013,0.143778571,143.7785714
5/31/2013,0.141714286,141.7142857
6/1/2013,0.13965,139.65
6/2/2013,0.137585714,137.5857143
6/3/2013,0.135521429,135.5214286
6/4/2013,0.134636364,134.6363636
6/5/2013,0.133844156,133.8441558
6/6/2013,0.133051948,133.0519481
6/7/2013,0.13225974,132.2597403
6/8/2013,0.131467532,131.4675325
6/9/2013,0.130675325,130.6753247
6/10/2013,0.129883117,129.8831169
6/11/2013,0.129090909,129.0909091
6/12/2013,0.128298701,128.2987013
6/13/2013,0.127506494,127.5064935
6/14/2013,0.126714286,126.7142857
6/15/2013,0.125922078,125.9220779
6/16/2013,0.12512987,125.1298701
6/17/2013,0.124337662,124.3376623
6/18/2013,0.123545455,123.5454545
6/19/2013,0.122753247,122.7532468
6/20/2013,0.121961039,121.961039
6/21/2013,0.121168831,121.1688312
6/22/2013,0.120376623,120.3766234
6/23/2013,0.119584416,119.5844156
6/24/2013,0.118792208,118.7922078
6/25/2013,0.118,118
6/26/2013,0.117207792,117.2077922
6/27/2013,0.116415584,116.4155844
6/28/2013,0.115623377,115.6233766
6/29/2013,0.114831169,114.8311688
6/30/2013,0.114038961,114.038961
7/1/2013,0.113246753,113.2467532
7/2/2013,0.112454545,112.4545455
7/3/2013,0.111662338,111.6623377
7/4/2013,0.11087013,110.8701299
7/5/2013,0.110077922,110.0779221
7/6/2013,0.109285714,109.2857143
7/7/2013,0.108493506,108.4935065
7/8/2013,0.107701299,107.7012987
7/9/2013,0.106909091,106.9090909
7/10/2013,0.106116883,106.1168831
7/11/2013,0.105324675,105.3246753
7/12/2013,0.104532468,104.5324675
7/13/2013,0.10374026,103.7402597
7/14/2013,0.102948052,102.9480519
7/15/2013,0.102155844,102.1558442
7/16/2013,0.101363636,101.3636364
7/17/2013,0.098842857,98.84285714
7/18/2013,0.097287327,97.28732719
7/19/2013,0.095731797,95.73179724
7/20/2013,0.094176267,94.17626728
7/21/2013,0.092620737,92.62073733
7/22/2013,0.091065207,91.06520737
7/23/2013,0.089509677,89.50967742
7/24/2013,0.087954147,87.95414747
7/25/2013,0.086398618,86.39861751
7/26/2013,0.084843088,84.84308756
7/27/2013,0.083287558,83.2875576
7/28/2013,0.081732028,81.73202765
7/29/2013,0.080176498,80.1764977
7/30/2013,0.078620968,78.62096774
7/31/2013,0.077065438,77.06543779
8/1/2013,0.075509908,75.50990783
8/2/2013,0.073954378,73.95437788
8/3/2013,0.072398848,72.39884793
8/4/2013,0.070843318,70.84331797
8/5/2013,0.069287788,69.28778802
8/6/2013,0.069049265,69.04926487
8/7/2013,0.069320606,69.32060566
8/8/2013,0.069591946,69.59194646
8/9/2013,0.069863287,69.86328725
8/10/2013,0.070134628,70.13462804
8/11/2013,0.070405969,70.40596884
8/12/2013,0.07067731,70.67730963
8/13/2013,0.07094865,70.94865043
8/14/2013,0.071219991,71.21999122
8/15/2013,0.071491332,71.49133202
8/16/2013,0.071762673,71.76267281
8/17/2013,0.072034014,72.03401361
8/18/2013,0.072305354,72.3053544
8/19/2013,0.072576695,72.57669519
8/20/2013,0.072848036,72.84803599
8/21/2013,0.073119377,73.11937678
8/22/2013,0.073390718,73.39071758
8/23/2013,0.073662058,73.66205837
8/24/2013,0.073933399,73.93339917
8/25/2013,0.07420474,74.20473996
8/26/2013,0.074476081,74.47608075
8/27/2013,0.074747422,74.74742155
8/28/2013,0.075018762,75.01876234
8/29/2013,0.075290103,75.29010314
8/30/2013,0.075561444,75.56144393
8/31/2013,0.075832785,75.83278473
9/1/2013,0.076104126,76.10412552
9/2/2013,0.076375466,76.37546632
9/3/2013,0.076646807,76.64680711
