date,Net_Inflow,LOSA_dmd_SFWMM,C44RO,C43RO,Cutback,Stage,Storage,S77_Q,S308_Q,S77EW,TotRegEW,TotRegSo
1/7/2010,73.98358131,2764.05,0,0,0,12.83424151,3044017.223,0,200,0,396.7,1465.391253
1/8/2010,327.7690834,2692.74,0,0,0,12.82105287,3038926.408,0,200,0,396.7,1491.320818
1/9/2010,220.5226426,3043.91,0,68,0,12.76437364,3017048.224,0,200,0,396.7,1500.48355
1/10/2010,668.3117396,3056.67,13,0,0,12.72318811,3001150.612,0,187,0,370.9145,1466.573617
1/11/2010,557.3165329,3678.69,120,0,0,12.73145925,3004343.272,0,80,0,158.68,1441.341921
1/12/2010,743.8424305,2894.98,173,308,0,12.73436235,3005463.867,0,27,0,53.5545,1428.12
1/13/2010,563.2867896,1763.78,7.5,922.0000001,0,12.72846722,3003188.346,0,192.5,0,381.82375,1465.292768
1/14/2010,911.9220199,1971.22,0,688.0000001,0,12.72421129,3001545.557,0,200,0,396.7,1442.793711
1/15/2010,1475.050132,2761.54,208,493.0000001,0,12.71660201,2998608.374,0,0,0,0,1428.12
1/16/2010,714.9035445,3481.9,153,425.0000001,0,12.71776361,2999056.753,0,200,0,396.7,1428.12
1/17/2010,1263.770478,3684.05,121,596.0000001,0,12.72756828,3002841.358,0,79,0,156.6965,11.94276682
1/18/2010,1365.026827,3249,90,579.0000001,0,12.72099468,3000303.948,0,110,0,218.185,25.85038989
1/19/2010,1131.294248,2615.59,47,337.0000001,0,12.70503829,2994144.781,0,153,0,303.4755,36.65104618
1/20/2010,1060.900754,2450.42,35,203.0000001,0,12.70089209,2992544.347,0,165,0,327.2775,72.14702804
1/21/2010,1211.803458,1969.57,1.8,0,0,12.71104245,2996462.386,0,198.2,0,393.1297,45.68992976
1/22/2010,1195.459632,2113.28,0,0,0,12.70747442,2995085.125,0,200,0,396.7,53.14494309
1/23/2010,855.5120185,1395.99,8.2,0,0,12.70977604,2995973.551,0,191.8,0,380.4353,63.32375807
1/24/2010,804.5565707,2469.22,71,306,0,12.72224342,3000785.959,0,129,0,255.8715,69.29792593
1/25/2010,1298.778795,2778.92,113,599,0,12.71744666,2998934.411,0,87,0,172.5645,65.84526309
1/26/2010,1484.33279,2025.42,0,158,0,12.70608805,2994549.988,0,200,0,396.7,70.84384288
1/27/2010,1420.663274,2704.92,0,989,0,12.69144438,2988897.531,0,200,0,396.7,78.45666212
1/28/2010,946.8509976,3842.81,109,1204,0,12.68145224,2985040.565,0,91,0,180.4985,91.29360198
1/29/2010,1511.387376,3743.47,151,370.0000001,0,12.67885589,2984038.375,0,49,0,97.1915,101.5409388
1/30/2010,1790.680354,3806.09,48,364.0000001,0,12.67944598,2984266.149,0,152,0,301.492,108.0613137
1/31/2010,1402.435147,3566.05,103,504.0000001,0,12.64192159,2969781.736,0,97,0,192.3995,117.9823548
2/1/2010,2283.57365,4847.08,178,346.0000001,0,12.65376275,2974352.42,0,22,0,43.637,125.9432308
2/2/2010,2455.243328,4614.67,0,299.0000001,0,12.66705686,2979483.946,0,200,0,396.7,139.0923019
2/3/2010,2162.046197,4079.91,46,476,0,12.64187825,2969765.004,0,154,0,305.459,152.5667305
2/4/2010,1828.723386,3297.43,0,325,0,12.64528619,2971080.469,0,200,0,396.7,163.9055128
2/5/2010,2485.689654,2809.31,98,1150,0,12.65861657,2976225.997,0,102,0,202.317,174.412954
2/6/2010,2223.038023,1402.95,29,847,0,12.6386595,2968522.566,0,171,0,339.1785,185.0504473
2/7/2010,2272.466196,1327.01,97,244,0,12.63593817,2967472.132,0,103,0,204.3005,198.7826194
2/8/2010,2532.777328,2559.16,0,498,0,12.63000567,2965182.188,0,200,0,396.7,218.0198395
2/9/2010,2365.629971,2393.49,0,177,0,12.63953285,2968859.68,0,200,0,396.7,237.0948651
2/10/2010,3048.004542,1147.37,0,283,0,12.57907855,2945524.32,0,200,0,396.7,254.409268
2/11/2010,2375.844862,1460.92,0,312,0,12.57946926,2945675.136,0,0,0,0,258.3783564
2/12/2010,3658.498013,3106.37,43,138,0,12.59721688,2952525.716,0,0,0,0,260.6553741
2/13/2010,4053.903561,3525.23,78,557.0000001,0,12.54477179,2932281.911,0,0,0,0,258.667758
2/14/2010,5364.741878,3686.77,4.4,738,0,12.58546117,2947988.013,0,0,0,0,270.5901256
2/15/2010,5711.552312,3146.03,0,320.0000004,0,12.59569371,2951937.771,0,0,0,0,284.6145445
2/16/2010,6311.592875,3913.23,0,0,0,12.55888416,2937729.286,0,0,0,0,299.2509076
2/17/2010,5483.056104,4277.82,29,0,0,12.54984304,2934239.414,0,0,0,0,308.2091027
2/18/2010,4955.57102,4329.52,7.8,0,0,12.54320266,2931676.225,0,0,0,0,315.0401863
2/19/2010,5070.572844,4702.52,0,0,0,12.53839953,2929822.217,0,0,0,0,326.5227616
2/20/2010,5011.524823,3682.26,104,296.0000001,0,12.54613594,2932808.472,0,0,0,0,336.2655067
2/21/2010,5191.088726,1791.29,0,352.0000001,0,12.55649763,2936808.084,97.9999999,0,0,194.3829998,558.2722007
2/22/2010,5436.424629,1447.19,0,140.0000004,0,12.56848982,2941437.07,309.9999996,0,0,614.8849992,595.05
2/23/2010,5036.615769,1747.74,61,0,0,12.56365509,2939570.866,450,0,0,892.575,595.05
2/24/2010,5138.348152,252.2,142,0,0,12.57374929,2943467.225,450,0,0,892.575,533.879412
2/25/2010,4936.847025,1204.55,64,0,0,12.53721711,2929365.803,450,0,0,892.575,402.3867032
2/26/2010,4677.071432,1944.2,0,0,0,12.56406215,2939727.989,450,0,0,892.575,346.1406951
2/27/2010,4859.927902,2125,62,0,0,12.57316896,2943243.217,450,0,0,892.575,340.6512343
2/28/2010,5071.405903,1681.48,63,243,0,12.55262743,2935314.188,207,0,0,410.5845,352.6298661
3/1/2010,4442.664471,2166.7,0,95,0,12.57725021,2944818.58,355,0,0,704.1425,355.0875404
3/2/2010,3874.339657,2601.51,0,666.0000001,0,12.58686923,2948531.524,0,0,0,0,360.2719826
3/3/2010,4065.348206,3264.7,0,912.0000001,0,12.54689078,2933099.841,0,0,0,0,377.0623936
3/4/2010,3680.018706,2345.48,79,0,0,12.55383579,2935780.616,450,0,0,892.575,400.5562271
3/5/2010,3583.304513,318.17,68,0,0,12.55707723,2937031.811,450,0,0,892.575,417.7921508
3/6/2010,3021.921858,121.71,0,0,0,12.55314212,2935512.86,450,0,0,892.575,416.7276419
3/7/2010,3099.67404,297.85,0,321.0000001,0,12.54712881,2933191.719,128.9999999,0,0,255.8714998,411.9026062
3/8/2010,3142.933609,477.13,0,0,0,12.5389523,2930035.587,450,0,0,892.575,412.8578859
3/9/2010,2666.97918,967.63,0,0,0,12.53932622,2930179.92,450,0,0,892.575,421.9702549
3/10/2010,2572.565817,2341.66,936.0000002,82.00000051,0,12.54520537,2932449.273,367.9999995,0,0,729.927999,434.4922487
3/11/2010,2833.491825,4140.69,1696,0,0,12.58360542,2947271.691,450,0,0,892.575,445.0568922
3/12/2010,13583.96074,4961.42,1290,6788,0,12.85281972,3051188.413,0,0,0,0,454.1290683
3/13/2010,23809.00738,4513.93,534.7000002,9030,0,12.99374991,3105587.465,0,200,0,396.7,462.2564062
3/14/2010,16264.32837,5079.82,238,5990,0,13.03983643,3124651.628,0,0,0,0,468.0958306
3/15/2010,14874.58745,4551.19,309,3798,0,13.05187693,3129684.557,0,200,0,396.7,479.0737841
3/16/2010,14860.1676,5322.87,112,3500,0,13.06807228,3136454.214,0,88,0,174.548,488.8874724
3/17/2010,14288.05435,4396.81,45,2350,0,13.08409054,3143149.846,0,155,0,307.4425,505.0257763
3/18/2010,12903.27212,2976.74,23,1540,0,13.08717297,3144438.302,0,177,0,351.0795,518.1020278
3/19/2010,12046.68902,1593.86,36,1220,0,13.10835272,3153291.436,0,164,0,325.294,519.3192581
3/20/2010,11261.5705,1490.7,543,1040,0,13.12209211,3159034.503,0,0,0,0,529.5013417
3/21/2010,10467.76436,3034.15,467,993,0,13.15112,3171168.16,0,200,0,396.7,541.3168107
3/22/2010,12235.41658,4395.4,17,1750,0,13.19987343,3191547.096,0,183,0,362.9805,561.4956303
3/23/2010,8699.060895,6602.42,396,1750,0,13.20248874,3192640.295,0,0,0,0,576.6469964
3/24/2010,6872.241645,7469.82,806.0000001,1330,0,13.19408109,3189125.894,0,200,0,396.7,588.7774113
3/25/2010,8185.182444,6945.83,0,762,0,13.19538426,3189670.623,0,200,0,396.7,595.05
3/26/2010,10500.70986,5843.94,0,1130,0,13.19713769,3190403.553,0,200,0,396.7,595.05
3/27/2010,11274.8201,6304.95,1157,1128,0,13.19919193,3191262.225,0,0,0,0,595.05
3/28/2010,13547.38547,5387.09,931.0000002,722.0000003,0,13.2255899,3202296.576,0,200,0,396.7,595.05
3/29/2010,30129.20853,6333.07,931.9999998,2491,0,13.42245327,3284585.465,0,0,0,0,595.05
3/30/2010,25096.87706,7143.8,579,3102,0,13.48891313,3312365.688,0,0,0,0,595.05
3/31/2010,21381.86987,6408.78,73.00000008,2594,0,13.51105802,3321644.37,0,126.9999999,0,251.9044998,595.05
4/1/2010,21085.6777,5427.55,62.00000018,1356,0,13.53852983,3333182.529,0,137.9999998,300,273.7229996,595.05
4/2/2010,20173.37882,5811.74,78.00000005,1144,0,13.56541289,3344473.413,0,122,300,241.9869999,595.05
4/3/2010,18461.00602,6207.6,0,920.0000003,0,13.58026622,3350711.812,0,200,300,396.7,595.05
4/4/2010,17518.45916,7861.23,0,772.0000005,0,13.58418116,3352356.086,0,200,300,396.7,0
4/5/2010,16546.47755,7550.5,0,748.0000005,0,13.59127461,3355335.334,0,200,300,396.7,0
4/6/2010,15425.93373,7240.42,0,420.0000003,0,13.6027551,3360157.141,29.9999997,200,0,456.2049994,0
4/7/2010,12157.88258,5980.02,0,216.0000003,0,13.60414724,3360741.84,233.9999997,200,0,860.8389994,0
4/8/2010,12247.31742,5105.66,0,0,0,13.60649518,3361727.978,450,200,0,1289.275,0
4/9/2010,11895.88549,6245.71,20.00000013,108.0000007,0,13.60738085,3362099.955,341.9999993,179.9999999,0,1035.386998,0
4/10/2010,10429.97918,5933.13,572,888.0000003,0,13.58430453,3352407.901,0,0,300,0,0
4/11/2010,9690.659067,2479.43,819.6999999,624.0000007,0,13.58530498,3352828.092,0,0,300,0,0
4/12/2010,10086.24313,77.88,375.9999998,1345.000001,0,13.6020512,3359861.505,0,0,300,0,0
4/13/2010,8739.246079,169.65,0,1393.000001,0,13.61119739,3363702.902,0,200,300,396.7,0
4/14/2010,7352.24236,289.5,0,524.0000004,0,13.59407228,3356510.358,0,200,300,396.7,0
4/15/2010,7120.552758,298.01,97.00000011,106.0000008,0,13.59147042,3355417.575,343.9999992,102.9999999,0,886.6244982,0
4/16/2010,6496.571663,617.89,285.0000001,0,0,13.59195296,3355620.244,450,0,0,892.575,0
4/17/2010,6166.719932,1072.58,367.9999999,364.0000005,0,13.60759302,3362189.07,85.9999995,0,0,170.580999,0
4/18/2010,5661.152237,2244.86,116,1098,0,13.62394557,3369057.14,0,84,300,166.614,0
4/19/2010,5927.731146,3493,336,3006,0,13.66441705,3386055.16,0,0,300,0,0
4/20/2010,7072.473348,4714.4,15.00000011,2480,0,13.67973142,3392487.194,0,184.9999999,300,366.9474998,0
4/21/2010,11321.51108,5303.71,0,1744,0,13.67953262,3392403.7,0,200,300,396.7,0
4/22/2010,9074.592033,6224.09,0,1738,0,13.68155934,3393254.922,0,200,300,396.7,0
4/23/2010,6518.786572,6530.44,0,1292,0,13.6793988,3392347.498,0,200,300,396.7,0
4/24/2010,6704.717428,7237.51,2516,921.0000002,0,13.65838052,3383519.817,0,0,300,0,0
4/25/2010,7522.50377,7118.36,2566,1377,0,13.64156076,3376455.517,0,0,300,0,0
4/26/2010,13015.77477,7139.66,1257,5527,0,13.88580485,3479038.038,0,0,300,0,0
4/27/2010,13104.01953,4729.68,775,6830,0,13.94886873,3505524.868,0,0,300,0,0
4/28/2010,11016.96848,5159.71,229,5752,0,13.94231664,3502772.989,0,0,300,0,0
4/29/2010,9343.70979,5833.18,317,4010,0,13.93520868,3499787.647,0,0,300,0,0
4/30/2010,10270.5277,6672.02,385,3458,0,13.93847603,3501159.934,0,0,300,0,0
5/1/2010,9159.068192,6683.22,0,2460,0,13.93033669,3497741.409,0,200,300,396.7,0
5/2/2010,9303.683284,6732.5,0,2324,0,13.93178413,3498349.334,0,200,300,396.7,0
5/3/2010,8443.21258,6957.61,134.9999998,1740.000001,0,13.93341373,3499033.767,0,65.0000002,300,128.9275004,0
5/4/2010,7854.239802,8020.11,76.99999998,1494.000001,0,13.9176259,3492402.877,0,123,300,243.9705,0
5/5/2010,7792.573594,4410.41,0,1552.000001,0,13.91398013,3490871.654,0,200,300,396.7,0
5/6/2010,7498.027701,1499.71,0,1192.000001,0,13.92076805,3493722.583,0,200,300,396.7,0
5/7/2010,6506.568373,2319.68,114.9999998,1496.000001,0,13.94269346,3502931.253,0,85.0000002,300,168.5975004,0
5/8/2010,6081.906583,2243.2,0,2284.000001,0,13.93797225,3500948.344,0,200,300,396.7,0
5/9/2010,6047.651986,3203.25,0,1724.000001,0,13.91977868,3493307.047,0,200,300,396.7,0
5/10/2010,6000.286626,2414.78,0,1616.000002,0,13.89473736,3482789.691,0,200,300,396.7,0
5/11/2010,6094.640486,2749.02,0,833.9999993,0,13.86801949,3471568.185,0,200,300,396.7,0
5/12/2010,5791.803671,1509.62,0,1302.000003,0,13.83957578,3459621.826,0,200,300,396.7,0
5/13/2010,5016.622351,278.19,0,979.0000008,0,13.82266623,3452519.816,0,200,300,396.7,0
5/14/2010,4476.006669,20.46,0,934.0000006,0,13.80734051,3446083.013,0,200,300,396.7,0
5/15/2010,4095.23916,40.04,0,812.0000002,0,13.78699549,3437538.104,0,200,300,396.7,0
5/16/2010,4259.569983,0,123.9999999,1691.000003,0,13.77636753,3433074.362,0,76.0000001,300,150.7460002,0
5/17/2010,5403.895655,0,51.00000005,2948.000001,0,13.80705522,3445963.192,0,149,300,295.5414999,0
5/18/2010,6251.374604,0,0,3219.000001,0,13.83544828,3457888.278,0,200,300,396.7,0
5/19/2010,6067.704909,0.1,0,2683.000001,0,13.83460678,3457534.846,0,200,300,396.7,0
5/20/2010,6244.273767,201.19,0,1930.000001,0,13.83512217,3457751.312,0,200,300,396.7,0
5/21/2010,5695.763859,233.9,0,1666.000001,0,13.8320493,3456460.706,0,200,300,396.7,0
5/22/2010,4715.273141,259.01,0,1447.000001,0,13.8086989,3446653.539,0,200,300,396.7,0
5/23/2010,5159.591159,409.81,0,1128.000001,0,13.78521048,3436788.402,0,200,300,396.7,0
5/24/2010,4301.738641,593.51,0,972.0000007,0,13.77273674,3431549.431,0,200,300,396.7,0
5/25/2010,4257.804691,257.62,0,842.0000007,0,13.76440233,3428048.98,0,200,300,396.7,0
5/26/2010,4383.219754,50.71,0,1082.000001,0,13.75922882,3425876.106,0,200,300,396.7,0
5/27/2010,3931.642222,127.89,0,372.0000009,0,13.76319984,3427543.934,77.9999991,200,0,551.4129982,0
5/28/2010,4177.017794,13.98,29.99999983,414.0000007,0,13.77662473,3433182.388,35.9999993,170.0000002,0,408.6009989,0
5/29/2010,3767.172555,3.76,301,922.0000005,0,13.80375189,3444575.794,0,0,300,0,0
5/30/2010,3109.313724,5.73,570,2149,0,13.81126659,3447731.966,0,0,300,0,0
5/31/2010,3553.552402,1.98,680,2644,0,13.84504215,3461917.701,0,0,300,0,0
6/1/2010,5373.231146,3.95,576.0000002,2461,0,14.01508139,3533877.116,0,0,0,0,0
6/2/2010,5006.090104,8.8,354,2724,0,14.04821419,3548985.669,0,0,0,0,0
6/3/2010,5919.499729,8.8,242,2877,0,14.05608345,3552574.055,0,0,0,0,0
6/4/2010,7153.577601,6.82,352.9999998,2924,0,14.06768693,3557865.24,0,0,0,0,0
6/5/2010,5683.327476,4.91,304.0000001,2876,0,14.07078062,3559275.963,0,0,0,0,0
6/6/2010,7527.640968,123.62,287.0000001,2471,0,14.09146968,3568710.176,0,0,0,0,0
6/7/2010,6321.133385,13.01,28.00000002,2026,0,14.11479796,3579347.868,0,172,0,341.162,0
6/8/2010,4930.420569,8.1,41.00000017,1946,0,14.12621372,3584553.457,0,158.9999998,0,315.3764997,0
6/9/2010,3916.647158,23.91,0,1862,0,14.09801108,3571693.052,0,200,0,396.7,0
6/10/2010,2352.638216,135.12,0,1121,0,14.08706681,3566702.465,0,200,0,396.7,0
6/11/2010,1245.086153,286.29,0,1518,0,14.06795965,3557989.602,0,200,0,396.7,0
6/12/2010,1160.51082,72.2,0,502.0000007,0,14.04988832,3549749.076,0,200,0,396.7,0
6/13/2010,1421.635176,1576.19,0,294.0000009,0,14.03777478,3544225.3,155.9999991,200,0,706.1259982,0
6/14/2010,1277.575457,2251.92,0,897.0000005,0,14.01626383,3534416.309,0,200,0,396.7,0
6/15/2010,1106.064458,484.95,0,554.0000006,0,14.00558004,3529544.499,0,200,0,396.7,0
6/16/2010,781.0524034,174.52,0,702.0000008,0,13.98801869,3521967.85,0,200,0,396.7,0
6/17/2010,-55.25958647,1575.38,122,712.0000006,0,13.9612057,3510706.394,0,78,0,154.713,0
6/18/2010,185.2366396,1500.81,307.9999998,497.0000007,0,13.94417109,3503551.856,0,0,0,0,0
6/19/2010,815.68386,1569.2,427,1421.000001,0,13.94105255,3502242.072,0,0,0,0,0
6/20/2010,1187.287719,16.92,266,1471,0,13.93216978,3498511.307,0,0,0,0,0
6/21/2010,1824.121726,20.82,131.0000002,1864,0,13.92399644,3495078.505,0,68.9999998,0,136.8614996,0
6/22/2010,1509.086546,20.23,0,1430.000001,0,13.91116754,3489690.365,0,200,0,396.7,0
6/23/2010,601.8256901,11.44,0,1002.000001,0,13.87705898,3475364.77,0,200,0,396.7,0
6/24/2010,585.7793852,0,0,778.0000008,0,13.8407195,3460102.188,0,200,0,396.7,0
6/25/2010,431.8022963,0,157,641.0000007,0,13.81836749,3450714.345,0,43,0,85.2905,0
6/26/2010,685.5481289,0,117,600.0000006,0,13.79762592,3442002.885,0,83,0,164.6305,0
6/27/2010,692.1729322,13.55,0,1758.000001,0,13.80598144,3445512.204,0,200,0,396.7,0
6/28/2010,81.89764269,21.85,0,1290,0,13.77223501,3431338.702,1400,1200,0,5157.1,0
6/29/2010,503.3462045,26.1,0,1240,0,13.74100878,3418223.686,1400,1200,0,5157.1,0
6/30/2010,761.7532011,123.1,0,1422.000001,0,13.7322802,3414557.684,1400,1200,0,5157.1,0
7/1/2010,2174.938778,16.66,138,1844,0,13.76156019,3426855.281,1400,1062,0,4883.377,0
7/2/2010,3712.785697,4.45,320,4460,0,13.80132765,3443557.611,1400,880,0,4522.38,0
7/3/2010,4841.75928,39.38,616,5370,0,13.88732724,3479677.441,1400,584,0,3935.264,0
7/4/2010,5884.412073,55.79,845.9999999,5960,0,13.91957758,3493222.585,1400,354.0000001,0,3479.059,0
7/5/2010,12260.94389,131.88,884.0000002,6740,0,13.99990704,3526960.955,1400,315.9999998,0,3403.686,0
7/6/2010,21045.61152,149.89,554.9999999,8830,0,14.09486631,3570259.036,1700,945.0000001,0,5246.3575,0
7/7/2010,17451.27889,62.18,575.0000001,8320,0,14.12682709,3584833.153,1700,924.9999999,0,5206.6875,0
7/8/2010,16446.17327,427.64,360.0000001,6246,0,14.13652114,3589253.638,1700,1140,0,5633.14,0
7/9/2010,14463.73064,319.86,216.9999998,4824,0,14.15276767,3596662.057,1700,1283,0,5916.7805,0
7/10/2010,15148.28703,193.71,0,4574,0,14.15543618,3597878.899,1700,1500,0,6347.2,0
7/11/2010,11869.10859,153.5,49.99999992,3149.000001,0,14.16662158,3602979.439,1700,1450,0,6248.025,0
7/12/2010,11422.84677,114.41,122.0000001,3138.000001,0,14.17189025,3605381.956,1700,1378,0,6105.213,0
7/13/2010,7141.200723,70.67,97.00000001,3094.000001,0,14.18463156,3611191.993,1700,1403,0,6154.8005,0
7/14/2010,4818.850155,50.42,0,3174.000001,0,14.17822759,3608271.782,1700,1500,0,6347.2,0
7/15/2010,4557.626626,46.83,56.00000001,3014.000001,0,14.16841951,3603799.298,1700,1444,0,6236.124,0
7/16/2010,3866.346257,44.96,46.0000002,2194.000001,0,14.1561398,3598199.749,1700,1454,0,6255.959,0
7/17/2010,3237.386642,16.29,0,2584.000001,0,14.12286599,3583026.89,1700,1500,0,6347.2,0
7/18/2010,1307.902775,12.91,10.99999987,2128.000001,0,14.08751298,3566905.917,1700,1489,0,6325.3815,0
7/19/2010,1489.866683,20.35,286.9999999,1724.000001,0,14.06176037,3555162.729,1700,1213,0,5777.9355,0
7/20/2010,1810.098565,21.02,0,1392.000001,0,14.02320555,3537581.73,1400,1200,0,5157.1,0
7/21/2010,2207.884281,34.48,0,2346.000001,0,13.98039321,3518765.15,1400,1200,0,5157.1,0
7/22/2010,1681.41077,37.05,112.9999999,2258.000001,0,13.92867909,3497045.219,1400,1087,0,4932.9645,0
7/23/2010,2442.767276,36.91,41.99999987,2803,0,13.91946292,3493174.426,1400,1158,0,5073.793,0
7/24/2010,4013.85722,32.85,0,1616,0,13.92991993,3497566.37,1400,1200,0,5157.1,0
7/25/2010,1935.434289,19.67,0,1332,0,13.91261763,3490299.405,1400,1200,0,5157.1,0
7/26/2010,1937.814458,12.63,0,1390,0,13.89137606,3481377.945,1400,1200,0,5157.1,0
7/27/2010,1858.792852,4.99,0,952.0000004,0,13.86330966,3469590.056,1400,1200,0,5157.1,0
7/28/2010,595.6570859,16.96,78.99999995,568.0000004,0,13.83844416,3459146.549,1400,1121,0,5000.4035,0
7/29/2010,516.4966374,14.2,41.99999998,548.0000005,0,13.81334523,3448604.995,1400,1158,0,5073.793,0
7/30/2010,390.9427313,13.79,177.9999998,526.0000004,0,13.78644172,3437305.524,1400,1022,0,4804.037,0
7/31/2010,670.9695948,3.65,0,532.0000002,0,13.76496918,3428287.056,1400,1200,0,5157.1,0
8/1/2010,1272.676276,12.24,0,750.0000001,0,13.74802332,3421169.793,1400,1200,0,5157.1,0
8/2/2010,1120.365306,16.9,0,1266,0,13.73319564,3414942.167,0,200,0,396.7,0
8/3/2010,958.2361385,31.85,4.999999899,1146,0,13.73840922,3417131.874,0,195.0000001,0,386.7825002,0
8/4/2010,900.1600189,42.45,0,1084,0,13.7553187,3424233.856,0,200,0,396.7,0
8/5/2010,947.6443871,66.11,89.00000019,872.0000005,0,13.74025613,3417907.577,0,110.9999998,0,220.1684996,0
8/6/2010,1632.91483,117.3,163,228.0000004,0,13.73496016,3415683.266,221.9999996,37,0,513.7264992,0
8/7/2010,1516.544408,168.9,211,1022,0,13.75663452,3424786.5,0,0,0,0,0
8/8/2010,3340.785143,100.63,222,744.0000001,0,13.80510232,3445142.975,0,0,0,0,0
8/9/2010,3751.205589,175.13,157,1600,0,13.85370776,3465557.259,1400,1043,0,4845.6905,0
8/10/2010,3346.616557,146.81,129,1548,0,13.86901648,3471986.924,1400,1071,0,4901.2285,0
8/11/2010,2469.464837,180.6,48.90000002,1950,0,13.8562917,3466642.513,1400,1151.1,0,5060.10685,0
8/12/2010,3037.492129,85.08,151,1470,0,13.86772744,3471445.524,1400,1049,0,4857.5915,0
8/13/2010,2907.931605,172,177,894,0,13.84928367,3463699.143,1400,1023,0,4806.0205,0
8/14/2010,2497.05496,106.94,365.9999999,880,0,13.84961971,3463840.279,1400,834.0000001,0,4431.139,0
8/15/2010,2010.746798,130.08,273.9999998,877,0,13.83053245,3455823.629,1400,926.0000002,0,4613.621,0
8/16/2010,2305.510873,279.6,380,936,0,13.83406303,3457306.474,1400,820,0,4403.37,0
8/17/2010,3375.79346,399.66,375,1686,0,13.87885063,3476117.265,1400,825,0,4413.2875,0
8/18/2010,2246.700868,584.26,497.0000002,1940,0,13.86848484,3471763.632,1400,702.9999998,0,4171.3005,0
8/19/2010,2604.043549,344.73,263,1948,0,13.86220756,3469127.177,1400,937,0,4635.4395,0
8/20/2010,1656.736353,142.33,489,1748,0,13.84207263,3460670.503,1400,711,0,4187.1685,0
8/21/2010,3071.211188,254.35,249,3850,0,13.86382416,3469806.149,1400,951,0,4663.2085,0
8/22/2010,5470.718895,230.69,567.0000002,4080,0,13.87256106,3473475.645,1400,632.9999998,0,4032.4555,0
8/23/2010,7932.071323,589.64,409.0000002,5580,0,13.89572564,3483204.769,1400,790.9999998,0,4345.8485,0
8/24/2010,8114.253412,1186.39,212,5230,0,13.91071761,3489501.396,1400,988,0,4736.598,0
8/25/2010,8025.056585,1625.47,528.0000001,5170,0,13.92223565,3494338.972,1400,671.9999999,0,4109.812,0
8/26/2010,6173.305066,1454.53,454,4394,0,13.9213742,3493977.162,1400,746,0,4256.591,0
8/27/2010,5984.061809,1789.8,402,3960,0,13.91674535,3492033.046,1400,798,0,4359.733,0
8/28/2010,6228.862173,2091.8,428,3447,0,13.9044626,3486874.293,1400,772,0,4308.162,0
8/29/2010,7053.312989,271.38,468.9999999,2660,0,13.90029681,3485124.661,1400,731.0000001,0,4226.8385,0
8/30/2010,6811.567174,56.33,181,2504,0,13.88776494,3479861.277,1400,1019,0,4798.0865,0
8/31/2010,5741.820126,52.49,157,3010,0,13.87461018,3474336.277,1400,1043,0,4845.6905,0
9/1/2010,4467.438061,54.62,50.00000002,2780,0,13.83309513,3456899.954,1400,1150,0,5057.925,0
9/2/2010,4095.754863,25.92,0,1630,0,13.82487883,3453449.108,0,200,0,396.7,0
9/3/2010,3888.303314,18.32,39.99999984,1510,0,13.82896466,3455165.155,0,160.0000002,0,317.3600003,0
9/4/2010,3196.66592,23.05,203.0000001,931,0,13.8325942,3456689.565,0,0,0,0,0
9/5/2010,3770.6238,54.11,234,368,0,13.85073437,3464308.437,0,0,0,0,0
9/6/2010,6012.246975,76.4,403.9999998,1240,0,13.88992402,3480768.087,0,0,0,0,0
9/7/2010,8471.199399,118.1,156,2020,0,13.94886032,3505521.336,0,44,0,87.274,0
9/8/2010,9122.57227,89.82,304,2560,0,14.00903085,3531118.068,1400,896,0,4554.116,0
9/9/2010,6537.431228,63.66,191,3290,0,14.01201345,3532478.132,1400,1009,0,4778.2515,0
9/10/2010,7142.966015,17.17,241,2860,0,14.01158237,3532281.561,1400,959,0,4679.0765,0
9/11/2010,6581.385013,10.53,158,2500,0,14.00645909,3529945.343,1400,1042,0,4843.707,0
9/12/2010,6091.486762,76.58,144,2040,0,13.98955996,3522615.182,1400,1056,0,4871.476,0
9/13/2010,4015.02747,183.58,0,2060,0,13.97634299,3517064.055,1400,1200,0,5157.1,0
9/14/2010,3209.30065,282.26,0,1630,0,13.97217443,3515313.261,0,200,0,396.7,0
9/15/2010,3094.417834,220.12,9.999999991,968,0,13.93827121,3501073.906,0,190,0,376.865,0
9/16/2010,2982.946593,138.33,142,952,0,13.92481285,3495421.398,0,58,0,115.043,0
9/17/2010,2519.448382,6.49,47.00000002,817,0,13.90801696,3488367.125,0,153,0,303.4755,0
9/18/2010,2213.319,0,0,355.0000003,0,13.88306213,3477886.093,0,200,0,396.7,0
9/19/2010,1279.816783,6.69,0,185.0000003,0,13.85883795,3467711.941,0,200,0,396.7,0
9/20/2010,1145.932286,12.78,0,562,0,13.84655036,3462551.153,0,200,0,396.7,0
9/21/2010,804.1003717,12.9,0,346,0,13.83181578,3456362.628,0,200,0,396.7,0
9/22/2010,1655.169408,6.08,139,0,0,13.81228073,3448157.907,0,61,0,120.9935,0
9/23/2010,909.779868,0.09,0,0,0,13.79909726,3442620.85,0,200,0,396.7,0
9/24/2010,1863.989554,0.09,50.80000001,232,0,13.79203491,3439654.663,0,149.2,0,295.9382,0
9/25/2010,1493.020406,0,293,374,0,13.79156101,3439455.623,0,0,0,0,0
9/26/2010,389.9311595,0,650,449.0000001,0,13.78003873,3434616.265,0,200,0,396.7,0
