Date,Flow_In_cms,Flow_cmd
1/7/2010,1.867496218,161351.6732
1/8/2010,2.664047334,230173.6897
1/9/2010,3.971717744,343156.4131
1/10/2010,10.08107814,871005.1514
1/11/2010,7.926735116,684869.914
1/12/2010,10.57294224,913502.2097
1/13/2010,5.157629839,445619.2181
1/14/2010,8.444083184,729568.7871
1/15/2010,21.59272498,1865611.439
1/16/2010,11.12342333,961063.7754
1/17/2010,11.9463103,1032161.21
1/18/2010,15.23984203,1316722.351
1/19/2010,12.07543496,1043317.58
1/20/2010,12.79638185,1105607.391
1/21/2010,15.73793627,1359757.693
1/22/2010,15.33923157,1325309.607
1/23/2010,13.351675,1153584.72
1/24/2010,12.1170615,1046914.114
1/25/2010,20.20689934,1745876.103
1/26/2010,20.13186194,1739392.872
1/27/2010,16.44500834,1420848.72
1/28/2010,13.22056952,1142257.207
1/29/2010,23.50468202,2030804.527
1/30/2010,22.47026758,1941431.119
1/31/2010,15.43721128,1333775.054
2/1/2010,30.54028397,2638680.535
2/2/2010,33.86298414,2925761.829
2/3/2010,27.38323974,2365911.913
2/4/2010,27.00039683,2332834.286
2/5/2010,33.98899329,2936649.02
2/6/2010,33.32609705,2879374.785
2/7/2010,29.80602887,2575240.894
2/8/2010,35.19925624,3041215.739
2/9/2010,31.62368834,2732286.672
2/10/2010,44.10915184,3811030.719
2/11/2010,33.78624504,2919131.571
2/12/2010,53.82522718,4650499.629
2/13/2010,62.1716184,5371627.83
2/14/2010,80.08542245,6919380.5
2/15/2010,81.18864728,7014699.125
2/16/2010,91.9753832,7946673.108
2/17/2010,79.47123008,6866314.279
2/18/2010,71.00222751,6134592.457
2/19/2010,72.47866805,6262156.92
2/20/2010,71.38677033,6167816.957
2/21/2010,74.59535236,6445038.444
2/22/2010,74.71739509,6455582.935
2/23/2010,71.89902175,6212075.479
2/24/2010,74.8204712,6464488.711
2/25/2010,68.96851188,5958879.426
2/26/2010,64.4791569,5570999.156
2/27/2010,68.6187986,5928664.199
2/28/2010,73.00847638,6307932.359
3/1/2010,61.50362445,5313913.152
3/2/2010,55.02954278,4754552.496
3/3/2010,59.00353003,5097904.995
3/4/2010,53.06661989,4584955.958
3/5/2010,51.59414386,4457734.029
3/6/2010,43.03254521,3718011.906
3/7/2010,44.06384534,3807116.237
3/8/2010,45.34631514,3917921.628
3/9/2010,38.75953336,3348823.682
3/10/2010,39.12227195,3380164.297
3/11/2010,41.39469723,3576501.841
3/12/2010,188.5814117,16293433.97
3/13/2010,341.3216334,29490189.13
3/14/2010,246.4163096,21290369.15
3/15/2010,217.3278301,18777124.52
3/16/2010,215.936907,18656948.76
3/17/2010,202.8984157,17530423.12
3/18/2010,179.0176885,15467128.28
3/19/2010,166.944798,14424030.55
3/20/2010,159.3363474,13766660.41
3/21/2010,145.3500887,12558247.66
3/22/2010,169.7716658,14668271.93
3/23/2010,126.150132,10899371.41
3/24/2010,102.2442018,8833899.035
3/25/2010,120.1141168,10377859.69
3/26/2010,150.3817066,12992979.45
3/27/2010,169.1829644,14617408.12
3/28/2010,205.8518623,17785600.9
3/29/2010,434.7352286,37561123.75
3/30/2010,364.7895071,31517813.41
3/31/2010,310.6898891,26843606.42
4/1/2010,302.2223029,26112006.97
4/2/2010,280.7983437,24260976.9
4/3/2010,257.5779654,22254736.21
4/4/2010,248.9249035,21507111.66
4/5/2010,238.1106964,20572764.17
4/6/2010,227.5326585,19658821.69
4/7/2010,180.6515704,15608295.69
4/8/2010,184.3027447,15923757.14
4/9/2010,173.3370438,14976320.58
4/10/2010,153.4206749,13255546.31
4/11/2010,143.1637467,12369347.72
4/12/2010,147.5474763,12748101.95
4/13/2010,127.9777051,11057273.72
4/14/2010,107.9087064,9323312.232
4/15/2010,105.7597409,9137641.614
4/16/2010,96.38403185,8327580.352
4/17/2010,91.90006032,7940165.212
4/18/2010,83.88950758,7248053.455
4/19/2010,91.4350977,7899992.441
4/20/2010,108.9980555,9417431.992
4/21/2010,174.9502546,15115702
4/22/2010,140.2527749,12117839.75
4/23/2010,96.83568584,8366603.257
4/24/2010,98.56726186,8516211.425
4/25/2010,114.2032582,9867161.51
4/26/2010,201.993122,17452205.74
4/27/2010,202.8338513,17524844.75
4/28/2010,175.2917539,15145207.54
4/29/2010,154.3704189,13337604.19
4/30/2010,166.3713827,14374487.46
5/1/2010,147.8858641,12777338.66
5/2/2010,147.9337196,12781473.37
5/3/2010,130.0898559,11239763.55
5/4/2010,123.1513817,10640279.38
5/5/2010,119.2184534,10300474.37
5/6/2010,114.6353733,9904496.253
5/7/2010,101.1316345,8737773.221
5/8/2010,95.66251974,8265241.705
5/9/2010,91.04064403,7865911.644
5/10/2010,89.15106085,7702651.657
5/11/2010,91.69901071,7922794.525
5/12/2010,86.91516335,7509470.114
5/13/2010,75.4122943,6515622.227
5/14/2010,66.36251325,5733721.145
5/15/2010,62.50575874,5400497.555
5/16/2010,63.61436327,5496280.987
5/17/2010,79.33445769,6854497.144
5/18/2010,97.34822062,8410886.261
5/19/2010,97.34737211,8410812.95
5/20/2010,98.91527489,8546279.75
5/21/2010,91.72109786,7924702.855
5/22/2010,72.07118848,6226950.685
5/23/2010,76.36487193,6597924.935
5/24/2010,61.72450073,5332996.863
5/25/2010,60.62637233,5238118.569
5/26/2010,62.86878075,5431862.657
5/27/2010,59.2946273,5123055.799
5/28/2010,62.38257942,5389854.862
5/29/2010,53.88101256,4655319.485
5/30/2010,43.36215355,3746490.067
5/31/2010,50.00443626,4320383.293
6/1/2010,75.54056317,6526704.657
6/2/2010,70.34272599,6077611.526
6/3/2010,86.68267908,7489383.473
6/4/2010,109.4814214,9459194.811
6/5/2010,85.45146306,7383006.408
6/6/2010,111.2401834,9611151.843
6/7/2010,96.874761,8369979.35
6/8/2010,74.63244725,6448243.443
6/9/2010,58.80417685,5080680.88
6/10/2010,35.71660496,3085914.669
6/11/2010,19.95459682,1724077.165
6/12/2010,18.96803971,1638838.631
6/13/2010,22.57588912,1950556.82
6/14/2010,14.6324538,1264244.008
6/15/2010,14.57581812,1259350.685
6/16/2010,12.08846182,1044443.101
6/17/2010,0.915483651,79097.78745
6/18/2010,2.833664584,244828.6201
6/19/2010,16.17571545,1397581.815
6/20/2010,21.67909459,1873073.773
6/21/2010,30.94096755,2673299.597
6/22/2010,26.5272219,2291951.972
6/23/2010,12.7261572,1099539.982
6/24/2010,12.66697499,1094426.639
6/25/2010,10.46420811,904107.5806
6/26/2010,12.77203146,1103503.518
6/27/2010,10.40445987,898945.3327
6/28/2010,2.79855481,241795.1356
6/29/2010,10.63864011,919178.5054
6/30/2010,14.96658688,1293113.106
7/1/2010,32.48678611,2806858.32
7/2/2010,54.05232966,4670121.283
7/3/2010,65.9810817,5700765.459
7/4/2010,76.23291403,6586523.772
7/5/2010,166.8666463,14417278.24
7/6/2010,301.8473882,26079614.34
7/7/2010,263.4639052,22763281.41
7/8/2010,248.1997069,21444454.68
7/9/2010,219.8287772,18993206.35
7/10/2010,225.7260437,19502730.18
7/11/2010,181.6582344,15695271.45
7/12/2010,175.4823287,15161673.2
7/13/2010,112.4818771,9718434.182
7/14/2010,68.74480851,5939551.455
7/15/2010,65.37765228,5648629.157
7/16/2010,55.84421953,4824940.568
7/17/2010,49.68643806,4292908.249
7/18/2010,22.39522765,1934947.669
7/19/2010,25.98835231,2245393.64
7/20/2010,31.2991769,2704248.884
7/21/2010,40.80854071,3525857.917
7/22/2010,32.41174643,2800374.892
7/23/2010,42.1071511,3638057.855
7/24/2010,65.09533332,5624236.799
7/25/2010,35.62995541,3078428.148
7/26/2010,35.27995919,3048188.474
7/27/2010,33.74575243,2915633.01
7/28/2010,10.19802914,881109.7174
7/29/2010,9.42412972,814244.8078
7/30/2010,4.04705091,349665.1986
7/31/2010,5.953343124,514368.8459
8/1/2010,17.91494177,1547850.969
8/2/2010,16.82134117,1453363.877
8/3/2010,12.28215391,1061178.098
8/4/2010,11.64643826,1006252.266
8/5/2010,12.35747686,1067686.001
8/6/2010,20.12251943,1738585.678
8/7/2010,16.8992152,1460092.193
8/8/2010,41.36440472,3573884.568
8/9/2010,53.00290374,4579450.883
8/10/2010,51.04394593,4410196.928
8/11/2010,43.62748241,3769414.48
8/12/2010,48.67127671,4205198.308
8/13/2010,45.71669935,3949922.823
8/14/2010,36.25519139,3132448.536
8/15/2010,29.40251451,2540377.254
8/16/2010,35.84034757,3096606.03
8/17/2010,53.65645997,4635918.141
8/18/2010,36.76177977,3176217.772
8/19/2010,42.53360262,3674903.267
8/20/2010,27.13263499,2344259.663
8/21/2010,47.89086682,4137770.893
8/22/2010,80.55803057,6960213.841
8/23/2010,115.9747586,10020219.15
8/24/2010,121.8001018,10523528.8
8/25/2010,125.0117971,10801019.27
8/26/2010,97.05712441,8385735.549
8/27/2010,91.63529652,7917289.619
8/28/2010,92.78439543,8016571.765
8/29/2010,98.70289955,8527930.521
8/30/2010,97.63053925,8435278.591
8/31/2010,81.58338359,7048804.342
9/1/2010,66.48200945,5744045.616
9/2/2010,63.35752865,5474090.475
9/3/2010,60.73737084,5247708.84
9/4/2010,47.60458371,4113036.033
9/5/2010,54.61498539,4718734.737
9/6/2010,84.8100841,7327591.266
9/7/2010,121.3427825,10484016.41
9/8/2010,136.8420083,11823149.52
9/9/2010,100.2000112,8657280.969
9/10/2010,105.1860386,9088073.731
9/11/2010,91.22668569,7881985.644
9/12/2010,84.4793475,7299015.624
9/13/2010,55.80938733,4821931.065
9/14/2010,45.637129,3943047.946
9/15/2010,47.56692211,4109782.07
9/16/2010,48.03868077,4150542.018
9/17/2010,43.69317584,3775090.392
9/18/2010,37.16925919,3211423.994
9/19/2010,23.94982252,2069264.666
9/20/2010,22.10299827,1909699.051
9/21/2010,17.62015896,1522381.734
9/22/2010,27.63639391,2387784.434
9/23/2010,17.42109142,1505182.298
9/24/2010,31.73497411,2741901.763
9/25/2010,23.63578953,2042132.216
9/26/2010,9.710130741,838955.296
9/27/2010,24.00334118,2073888.678
9/28/2010,51.40838579,4441684.532
9/29/2010,68.80115816,5944420.065
9/30/2010,43.27776934,3739199.271
10/1/2010,29.02335193,2507617.607
10/2/2010,30.2809031,2616270.027
10/3/2010,27.27138863,2356247.978
10/4/2010,13.31401494,1150330.891
10/5/2010,14.22213621,1228792.568
10/6/2010,19.57968404,1691684.701
10/7/2010,16.21309445,1400811.36
10/8/2010,18.84684533,1628367.437
10/9/2010,9.216852676,796336.0712
10/10/2010,6.102848962,527286.1503
10/11/2010,12.35237688,1067245.362
10/12/2010,6.010818982,519334.76
10/13/2010,3.446445206,297772.8658
10/14/2010,8.736315202,754817.6335
10/15/2010,6.139093744,530417.6995
10/16/2010,6.419713656,554663.2599
10/17/2010,6.772541537,585147.5888
10/18/2010,5.81769854,502649.1539
10/19/2010,6.657859878,575239.0935
10/20/2010,0.734824683,63488.85261
10/21/2010,2.928812635,253049.4117
10/22/2010,14.33653635,1238676.741
10/23/2010,3.480139914,300684.0886
10/24/2010,0.010760836,929.7362304
10/25/2010,2.777884115,240009.1875
10/26/2010,5.141774727,444249.3364
10/27/2010,3.586612754,309883.3419
10/28/2010,6.048195771,522564.1146
10/29/2010,6.374688342,550773.0727
10/30/2010,1.453504015,125582.7469
10/31/2010,1.380447817,119270.6914
11/1/2010,1.983313143,171358.2556
11/2/2010,11.57139578,999768.595
11/3/2010,8.348656517,721323.9231
11/4/2010,5.298648336,457803.2162
11/5/2010,12.53530165,1083050.063
11/6/2010,1.019689646,88101.18541
11/7/2010,7.567677256,653847.3149
11/8/2010,0.414558634,35817.86598
11/9/2010,2.54030431,219482.2924
11/10/2010,5.258155247,454304.6133
11/11/2010,5.684890126,491174.5069
11/12/2010,2.152929847,186013.1388
11/13/2010,0.243524881,21040.54972
11/14/2010,9.29302272,802917.163
11/15/2010,3.174886156,274310.1639
11/16/2010,3.460886623,299020.6042
11/17/2010,3.544419039,306237.805
11/18/2010,3.799836187,328305.8466
11/19/2010,4.844727068,418584.4187
11/20/2010,5.922467681,511701.2076
11/21/2010,7.77297234,671584.8102
11/22/2010,4.946385408,427367.6993
11/23/2010,8.477495228,732455.5877
11/24/2010,1.934322121,167125.4313
11/25/2010,7.931547771,685285.7274
11/26/2010,0.793437575,68553.00648
11/27/2010,5.475342567,473069.5978
11/28/2010,4.214960104,364172.553
11/29/2010,3.594256981,310543.8032
11/30/2010,4.24214679,366521.4827
12/1/2010,10.14649248,876656.95
12/2/2010,2.727761834,235678.6225
12/3/2010,0.509703239,44038.35985
12/4/2010,1.108038207,95734.50108
12/5/2010,0.590406252,51011.10017
12/6/2010,2.320282412,200472.4004
12/7/2010,6.589896543,569367.0613
12/8/2010,1.202333307,103881.5977
12/9/2010,7.78854866,672930.6042
12/10/2010,0.147814628,12771.18386
12/11/2010,0.622970625,53824.662
12/12/2010,0.226534773,19572.60439
12/13/2010,-1.590552709,-137423.7541
12/14/2010,-0.360756265,-31169.3413
12/15/2010,0.274673412,23731.7828
12/16/2010,8.625596143,745251.5068
12/17/2010,2.687554309,232204.6923
12/18/2010,0.695180349,60063.58215
12/19/2010,8.343558689,720883.4707
12/20/2010,5.840631717,504630.5803
12/21/2010,0.847806551,73250.48601
12/22/2010,4.949218084,427612.4425
12/23/2010,11.23442516,970654.3336
12/24/2010,4.533527142,391696.7451
12/25/2010,0.632315184,54632.0319
12/26/2010,0.398134863,34398.85216
12/27/2010,-0.087782224,-7584.384154
12/28/2010,3.066148151,264915.2002
12/29/2010,9.792248726,846050.2899
12/30/2010,-0.350561826,-30288.54177
12/31/2010,4.954315289,428052.841
