Date,RegL8C51
23-Nov-11,0
24-Nov-11,0
25-Nov-11,0
26-Nov-11,0
27-Nov-11,0
28-Nov-11,0
29-Nov-11,0
30-Nov-11,0
1-Dec-11,0
2-Dec-11,0
3-Dec-11,0
4-Dec-11,0
5-Dec-11,0
6-Dec-11,0
7-Dec-11,0
8-Dec-11,0
9-Dec-11,0
10-Dec-11,0
11-Dec-11,0
12-Dec-11,0
13-Dec-11,0
14-Dec-11,0
15-Dec-11,0
16-Dec-11,0
17-Dec-11,0
18-Dec-11,0
19-Dec-11,0
20-Dec-11,0
21-Dec-11,34
22-Dec-11,48
23-Dec-11,19
24-Dec-11,40
25-Dec-11,32
26-Dec-11,0
27-Dec-11,92
28-Dec-11,92
29-Dec-11,69
30-Dec-11,49
31-Dec-11,43
1-Jan-12,32
2-Jan-12,35
3-Jan-12,31
4-Jan-12,30
5-Jan-12,0
6-Jan-12,0
7-Jan-12,0
8-Jan-12,0
9-Jan-12,0
10-Jan-12,0
11-Jan-12,0
12-Jan-12,0
13-Jan-12,0
14-Jan-12,0
15-Jan-12,0
16-Jan-12,0
17-Jan-12,0
18-Jan-12,0
19-Jan-12,0
20-Jan-12,0
21-Jan-12,0
22-Jan-12,0
23-Jan-12,0
24-Jan-12,0
25-Jan-12,0
26-Jan-12,0
27-Jan-12,0
28-Jan-12,0
29-Jan-12,0
30-Jan-12,0
31-Jan-12,0
1-Feb-12,0
2-Feb-12,0
3-Feb-12,0
4-Feb-12,0
5-Feb-12,0
6-Feb-12,0
7-Feb-12,0
8-Feb-12,0
9-Feb-12,0
10-Feb-12,0
11-Feb-12,0
12-Feb-12,0
13-Feb-12,0
14-Feb-12,0
15-Feb-12,0
16-Feb-12,0
17-Feb-12,0
18-Feb-12,0
19-Feb-12,0
20-Feb-12,0
21-Feb-12,0
22-Feb-12,0
23-Feb-12,0
24-Feb-12,0
25-Feb-12,0
26-Feb-12,0
27-Feb-12,0
28-Feb-12,0
29-Feb-12,0
1-Mar-12,0
2-Mar-12,0
3-Mar-12,0
4-Mar-12,0
5-Mar-12,0
6-Mar-12,0
7-Mar-12,0
8-Mar-12,0
9-Mar-12,0
10-Mar-12,0
11-Mar-12,0
12-Mar-12,0
13-Mar-12,0
14-Mar-12,0
15-Mar-12,0
16-Mar-12,0
17-Mar-12,0
18-Mar-12,0
19-Mar-12,0
20-Mar-12,0
21-Mar-12,0
22-Mar-12,0
23-Mar-12,0
24-Mar-12,0
25-Mar-12,0
26-Mar-12,0
27-Mar-12,0
28-Mar-12,0
29-Mar-12,0
30-Mar-12,0
31-Mar-12,0
1-Apr-12,0
2-Apr-12,0
3-Apr-12,0
4-Apr-12,0
5-Apr-12,0
6-Apr-12,0
7-Apr-12,0
8-Apr-12,0
9-Apr-12,0
10-Apr-12,0
11-Apr-12,0
12-Apr-12,0
13-Apr-12,0
14-Apr-12,0
15-Apr-12,0
16-Apr-12,0
17-Apr-12,0
18-Apr-12,0
19-Apr-12,0
20-Apr-12,0
21-Apr-12,0
22-Apr-12,0
23-Apr-12,0
24-Apr-12,0
25-Apr-12,0
26-Apr-12,0
27-Apr-12,0
28-Apr-12,0
29-Apr-12,0
30-Apr-12,0
1-May-12,0
2-May-12,0
3-May-12,0
4-May-12,0
5-May-12,0
6-May-12,0
7-May-12,0
8-May-12,0
9-May-12,0
10-May-12,0
11-May-12,0
12-May-12,0
13-May-12,0
14-May-12,0
15-May-12,0
16-May-12,0
17-May-12,0
18-May-12,0
19-May-12,0
20-May-12,0
21-May-12,0
22-May-12,0
23-May-12,0
24-May-12,0
25-May-12,0
26-May-12,0
27-May-12,0
28-May-12,0
29-May-12,0
30-May-12,0
31-May-12,0
1-Jun-12,0
2-Jun-12,0
3-Jun-12,0
4-Jun-12,0
5-Jun-12,0
6-Jun-12,0
7-Jun-12,0
8-Jun-12,0
9-Jun-12,0
10-Jun-12,0
11-Jun-12,0
12-Jun-12,0
13-Jun-12,0
14-Jun-12,0
15-Jun-12,0
16-Jun-12,0
17-Jun-12,0
18-Jun-12,0
19-Jun-12,0
20-Jun-12,0
21-Jun-12,0
22-Jun-12,0
23-Jun-12,0
24-Jun-12,0
25-Jun-12,0
26-Jun-12,0
27-Jun-12,0
28-Jun-12,0
29-Jun-12,0
30-Jun-12,0
1-Jul-12,0
2-Jul-12,0
3-Jul-12,0
4-Jul-12,0
5-Jul-12,0
6-Jul-12,0
7-Jul-12,0
8-Jul-12,0
9-Jul-12,0
10-Jul-12,0
11-Jul-12,0
12-Jul-12,0
13-Jul-12,0
14-Jul-12,0
15-Jul-12,0
16-Jul-12,0
17-Jul-12,0
18-Jul-12,0
19-Jul-12,0
20-Jul-12,0
21-Jul-12,0
22-Jul-12,0
23-Jul-12,0
24-Jul-12,0
25-Jul-12,0
26-Jul-12,0
27-Jul-12,0
28-Jul-12,0
29-Jul-12,0
30-Jul-12,0
31-Jul-12,0
1-Aug-12,0
2-Aug-12,0
3-Aug-12,0
4-Aug-12,0
5-Aug-12,0
6-Aug-12,0
7-Aug-12,0
8-Aug-12,0
9-Aug-12,0
10-Aug-12,0
11-Aug-12,0
12-Aug-12,0
13-Aug-12,0
14-Aug-12,0
15-Aug-12,0
16-Aug-12,0
17-Aug-12,0
18-Aug-12,0
19-Aug-12,0
20-Aug-12,0
21-Aug-12,0
22-Aug-12,0
23-Aug-12,0
24-Aug-12,0
25-Aug-12,0
26-Aug-12,0
27-Aug-12,0
28-Aug-12,0
29-Aug-12,0
30-Aug-12,0
31-Aug-12,0
1-Sep-12,0
2-Sep-12,0
3-Sep-12,0
4-Sep-12,0
5-Sep-12,0
6-Sep-12,0
7-Sep-12,0
8-Sep-12,0
9-Sep-12,0
10-Sep-12,0
11-Sep-12,0
12-Sep-12,0
13-Sep-12,0
14-Sep-12,0
15-Sep-12,0
16-Sep-12,0
17-Sep-12,0
18-Sep-12,0
19-Sep-12,0
20-Sep-12,0
21-Sep-12,0
22-Sep-12,0
23-Sep-12,0
24-Sep-12,0
25-Sep-12,0
26-Sep-12,0
27-Sep-12,0
28-Sep-12,0
29-Sep-12,0
30-Sep-12,0
1-Oct-12,0
2-Oct-12,0
3-Oct-12,0
4-Oct-12,0
5-Oct-12,0
6-Oct-12,0
7-Oct-12,0
8-Oct-12,0
9-Oct-12,0
10-Oct-12,0
11-Oct-12,0
12-Oct-12,0
13-Oct-12,0
14-Oct-12,0
15-Oct-12,0
16-Oct-12,0
17-Oct-12,0
18-Oct-12,0
19-Oct-12,0
20-Oct-12,0
21-Oct-12,0
22-Oct-12,0
23-Oct-12,0
24-Oct-12,0
25-Oct-12,0
26-Oct-12,0
27-Oct-12,0
28-Oct-12,0
29-Oct-12,0
30-Oct-12,0
31-Oct-12,0
1-Nov-12,0
2-Nov-12,0
3-Nov-12,0
4-Nov-12,0
5-Nov-12,0
6-Nov-12,0
7-Nov-12,0
8-Nov-12,0
9-Nov-12,0
10-Nov-12,200
11-Nov-12,0
12-Nov-12,0
13-Nov-12,147
14-Nov-12,106
15-Nov-12,0
16-Nov-12,0
17-Nov-12,0
18-Nov-12,0
19-Nov-12,0
20-Nov-12,150
21-Nov-12,148
22-Nov-12,162
23-Nov-12,0
24-Nov-12,0
25-Nov-12,0
26-Nov-12,0
27-Nov-12,0
28-Nov-12,0
29-Nov-12,0
30-Nov-12,0
1-Dec-12,195
2-Dec-12,200
3-Dec-12,0
4-Dec-12,0
5-Dec-12,0
6-Dec-12,0
7-Dec-12,0
8-Dec-12,0
9-Dec-12,0
10-Dec-12,0
11-Dec-12,0
12-Dec-12,0
13-Dec-12,0
14-Dec-12,0
15-Dec-12,0
16-Dec-12,0
17-Dec-12,0
18-Dec-12,0
19-Dec-12,0
20-Dec-12,167
21-Dec-12,176
22-Dec-12,0
23-Dec-12,0
24-Dec-12,0
25-Dec-12,0
26-Dec-12,0
27-Dec-12,0
28-Dec-12,0
29-Dec-12,0
30-Dec-12,0
31-Dec-12,0
1-Jan-13,0
2-Jan-13,0
3-Jan-13,0
4-Jan-13,0
5-Jan-13,0
6-Jan-13,52
7-Jan-13,14
8-Jan-13,60
9-Jan-13,49
10-Jan-13,43
11-Jan-13,9
12-Jan-13,0
13-Jan-13,0
14-Jan-13,0
15-Jan-13,0
16-Jan-13,0
17-Jan-13,0
18-Jan-13,0
19-Jan-13,0
20-Jan-13,0
21-Jan-13,0
22-Jan-13,0
23-Jan-13,0
24-Jan-13,4
25-Jan-13,0
26-Jan-13,0
27-Jan-13,0
28-Jan-13,0
29-Jan-13,0
30-Jan-13,0
31-Jan-13,0
1-Feb-13,0
2-Feb-13,0
3-Feb-13,0
4-Feb-13,0
5-Feb-13,0
6-Feb-13,0
7-Feb-13,0
8-Feb-13,0
9-Feb-13,0
10-Feb-13,0
11-Feb-13,0
12-Feb-13,0
13-Feb-13,0
14-Feb-13,0
15-Feb-13,0
16-Feb-13,0
17-Feb-13,0
18-Feb-13,0
19-Feb-13,191
20-Feb-13,195
21-Feb-13,200
22-Feb-13,0
23-Feb-13,194
24-Feb-13,0
25-Feb-13,0
26-Feb-13,0
27-Feb-13,0
28-Feb-13,0
1-Mar-13,0
2-Mar-13,0
3-Mar-13,68
4-Mar-13,43
5-Mar-13,21
6-Mar-13,9
7-Mar-13,0
8-Mar-13,0
9-Mar-13,0
10-Mar-13,0
11-Mar-13,0
12-Mar-13,0
13-Mar-13,0
14-Mar-13,0
15-Mar-13,0
16-Mar-13,0
17-Mar-13,0
18-Mar-13,0
19-Mar-13,0
20-Mar-13,0
21-Mar-13,0
22-Mar-13,0
23-Mar-13,0
24-Mar-13,0
25-Mar-13,0
26-Mar-13,0
27-Mar-13,0
28-Mar-13,0
29-Mar-13,0
30-Mar-13,0
31-Mar-13,0
1-Apr-13,0
2-Apr-13,0
3-Apr-13,0
4-Apr-13,0
5-Apr-13,0
6-Apr-13,0
7-Apr-13,0
8-Apr-13,0
9-Apr-13,0
10-Apr-13,0
11-Apr-13,0
12-Apr-13,0
13-Apr-13,0
14-Apr-13,0
15-Apr-13,0
16-Apr-13,0
17-Apr-13,55
18-Apr-13,138
19-Apr-13,87
20-Apr-13,60
21-Apr-13,62
22-Apr-13,0
23-Apr-13,70
24-Apr-13,68
25-Apr-13,26
26-Apr-13,30
27-Apr-13,0
28-Apr-13,0
29-Apr-13,0
30-Apr-13,0
1-May-13,0
2-May-13,0
3-May-13,0
4-May-13,200
5-May-13,200
6-May-13,178
7-May-13,0
8-May-13,0
9-May-13,0
10-May-13,0
11-May-13,0
12-May-13,0
13-May-13,0
14-May-13,179
15-May-13,181
16-May-13,188
17-May-13,0
18-May-13,0
19-May-13,0
20-May-13,0
21-May-13,0
22-May-13,0
23-May-13,0
24-May-13,0
25-May-13,200
26-May-13,0
27-May-13,0
28-May-13,165
29-May-13,0
30-May-13,0
31-May-13,0
1-Jun-13,0
2-Jun-13,0
3-Jun-13,0
4-Jun-13,0
5-Jun-13,0
6-Jun-13,0
7-Jun-13,0
8-Jun-13,0
9-Jun-13,0
10-Jun-13,0
11-Jun-13,0
12-Jun-13,0
13-Jun-13,0
14-Jun-13,0
15-Jun-13,0
16-Jun-13,0
17-Jun-13,0
18-Jun-13,0
19-Jun-13,0
20-Jun-13,0
21-Jun-13,0
22-Jun-13,0
23-Jun-13,0
24-Jun-13,0
25-Jun-13,0
26-Jun-13,0
27-Jun-13,0
28-Jun-13,0
29-Jun-13,0
30-Jun-13,0
1-Jul-13,0
2-Jul-13,0
3-Jul-13,0
4-Jul-13,0
5-Jul-13,0
6-Jul-13,0
7-Jul-13,0
8-Jul-13,0
9-Jul-13,0
10-Jul-13,0
11-Jul-13,0
12-Jul-13,0
13-Jul-13,0
14-Jul-13,0
15-Jul-13,0
16-Jul-13,0
17-Jul-13,0
18-Jul-13,0
19-Jul-13,0
20-Jul-13,0
21-Jul-13,0
22-Jul-13,0
23-Jul-13,0
24-Jul-13,0
25-Jul-13,0
26-Jul-13,0
27-Jul-13,0
28-Jul-13,0
29-Jul-13,0
30-Jul-13,0
31-Jul-13,0
1-Aug-13,0
2-Aug-13,0
3-Aug-13,0
4-Aug-13,0
5-Aug-13,0
6-Aug-13,0
7-Aug-13,0
8-Aug-13,0
9-Aug-13,0
10-Aug-13,0
11-Aug-13,0
12-Aug-13,0
13-Aug-13,0
14-Aug-13,0
15-Aug-13,0
16-Aug-13,0
17-Aug-13,0
18-Aug-13,0
19-Aug-13,0
20-Aug-13,0
21-Aug-13,0
22-Aug-13,0
23-Aug-13,0
24-Aug-13,0
25-Aug-13,0
26-Aug-13,0
27-Aug-13,0
28-Aug-13,0
29-Aug-13,0
30-Aug-13,0
31-Aug-13,0
1-Sep-13,0
2-Sep-13,0
3-Sep-13,0
4-Sep-13,0
5-Sep-13,0
6-Sep-13,0
7-Sep-13,0
8-Sep-13,0
9-Sep-13,0
10-Sep-13,0
11-Sep-13,0
12-Sep-13,0
13-Sep-13,0
14-Sep-13,0
15-Sep-13,0
16-Sep-13,0
17-Sep-13,0
18-Sep-13,300
19-Sep-13,300
20-Sep-13,300
21-Sep-13,300
22-Sep-13,300
23-Sep-13,0
24-Sep-13,300
25-Sep-13,300
26-Sep-13,0
27-Sep-13,300
28-Sep-13,300
29-Sep-13,300
30-Sep-13,300
1-Oct-13,0
2-Oct-13,0
3-Oct-13,0
4-Oct-13,0
5-Oct-13,0
6-Oct-13,0
7-Oct-13,0
8-Oct-13,0
9-Oct-13,300
10-Oct-13,300
11-Oct-13,0
12-Oct-13,0
13-Oct-13,0
14-Oct-13,0
15-Oct-13,0
16-Oct-13,0
17-Oct-13,0
18-Oct-13,0
19-Oct-13,0
20-Oct-13,0
21-Oct-13,0
22-Oct-13,0
23-Oct-13,0
24-Oct-13,0
25-Oct-13,0
26-Oct-13,0
27-Oct-13,0
28-Oct-13,0
29-Oct-13,0
30-Oct-13,0
31-Oct-13,0
1-Nov-13,0
2-Nov-13,0
3-Nov-13,0
4-Nov-13,0
5-Nov-13,0
6-Nov-13,0
7-Nov-13,0
8-Nov-13,0
9-Nov-13,0
10-Nov-13,0
11-Nov-13,193
12-Nov-13,196
13-Nov-13,199
14-Nov-13,0
15-Nov-13,0
16-Nov-13,0
17-Nov-13,0
18-Nov-13,0
19-Nov-13,0
20-Nov-13,0
21-Nov-13,0
22-Nov-13,200
23-Nov-13,200
24-Nov-13,0
25-Nov-13,0
26-Nov-13,0
27-Nov-13,0
28-Nov-13,0
29-Nov-13,0
30-Nov-13,0
1-Dec-13,0
2-Dec-13,0
3-Dec-13,183
4-Dec-13,188
5-Dec-13,198
6-Dec-13,196
7-Dec-13,0
8-Dec-13,0
9-Dec-13,0
10-Dec-13,0
11-Dec-13,0
12-Dec-13,0
13-Dec-13,69
14-Dec-13,89
15-Dec-13,85
16-Dec-13,69
17-Dec-13,79
18-Dec-13,61
19-Dec-13,71
20-Dec-13,55
21-Dec-13,39
22-Dec-13,36
23-Dec-13,17
24-Dec-13,55
25-Dec-13,56
26-Dec-13,0
27-Dec-13,31
28-Dec-13,0
29-Dec-13,38
30-Dec-13,34
31-Dec-13,38
1-Jan-14,35
2-Jan-14,31
3-Jan-14,33
4-Jan-14,25
5-Jan-14,0
6-Jan-14,137
7-Jan-14,136
8-Jan-14,106
9-Jan-14,0
10-Jan-14,0
11-Jan-14,0
12-Jan-14,153
13-Jan-14,135
14-Jan-14,104
15-Jan-14,125
16-Jan-14,122
17-Jan-14,0
18-Jan-14,0
19-Jan-14,0
20-Jan-14,0
21-Jan-14,75
22-Jan-14,53
23-Jan-14,58
24-Jan-14,37
25-Jan-14,45
26-Jan-14,34
27-Jan-14,0
28-Jan-14,29
29-Jan-14,0
30-Jan-14,0
31-Jan-14,0
1-Feb-14,0
2-Feb-14,0
3-Feb-14,0
4-Feb-14,0
5-Feb-14,0
6-Feb-14,0
7-Feb-14,0
8-Feb-14,0
9-Feb-14,0
10-Feb-14,0
11-Feb-14,0
12-Feb-14,0
13-Feb-14,0
14-Feb-14,0
15-Feb-14,0
16-Feb-14,0
17-Feb-14,178
18-Feb-14,180
19-Feb-14,183
20-Feb-14,185
21-Feb-14,0
22-Feb-14,0
23-Feb-14,0
24-Feb-14,0
25-Feb-14,0
26-Feb-14,0
27-Feb-14,0
28-Feb-14,0
1-Mar-14,0
2-Mar-14,0
3-Mar-14,200
4-Mar-14,175
5-Mar-14,0
6-Mar-14,0
7-Mar-14,0
8-Mar-14,0
9-Mar-14,0
10-Mar-14,0
11-Mar-14,0
12-Mar-14,0
13-Mar-14,0
14-Mar-14,93
15-Mar-14,105
16-Mar-14,33
17-Mar-14,84
18-Mar-14,0
19-Mar-14,84
20-Mar-14,58
21-Mar-14,0
22-Mar-14,0
23-Mar-14,0
24-Mar-14,0
25-Mar-14,0
26-Mar-14,0
27-Mar-14,0
28-Mar-14,147
29-Mar-14,90
30-Mar-14,130
31-Mar-14,120
1-Apr-14,97
2-Apr-14,65
3-Apr-14,35
4-Apr-14,0
5-Apr-14,0
6-Apr-14,0
7-Apr-14,0
8-Apr-14,0
9-Apr-14,0
10-Apr-14,0
11-Apr-14,0
12-Apr-14,0
13-Apr-14,0
14-Apr-14,0
15-Apr-14,0
16-Apr-14,0
17-Apr-14,16
18-Apr-14,0
19-Apr-14,0
20-Apr-14,200
21-Apr-14,200
22-Apr-14,156
23-Apr-14,0
24-Apr-14,0
25-Apr-14,0
26-Apr-14,0
27-Apr-14,0
28-Apr-14,0
29-Apr-14,0
30-Apr-14,0
1-May-14,0
2-May-14,44
3-May-14,0
4-May-14,195
5-May-14,143
6-May-14,0
7-May-14,0
8-May-14,0
9-May-14,0
10-May-14,0
11-May-14,0
12-May-14,0
13-May-14,0
14-May-14,0
15-May-14,102
16-May-14,193
17-May-14,200
18-May-14,200
19-May-14,153
20-May-14,0
21-May-14,0
22-May-14,0
23-May-14,0
24-May-14,0
25-May-14,0
26-May-14,0
27-May-14,0
28-May-14,0
29-May-14,116
30-May-14,0
31-May-14,0
1-Jun-14,0
2-Jun-14,0
3-Jun-14,0
4-Jun-14,0
5-Jun-14,0
6-Jun-14,0
7-Jun-14,0
8-Jun-14,0
9-Jun-14,0
10-Jun-14,0
11-Jun-14,0
12-Jun-14,0
13-Jun-14,0
14-Jun-14,0
15-Jun-14,0
16-Jun-14,0
17-Jun-14,0
18-Jun-14,0
19-Jun-14,0
20-Jun-14,0
21-Jun-14,0
22-Jun-14,0
23-Jun-14,0
24-Jun-14,0
25-Jun-14,0
26-Jun-14,0
27-Jun-14,0
28-Jun-14,0
29-Jun-14,0
30-Jun-14,0
1-Jul-14,0
2-Jul-14,0
3-Jul-14,0
4-Jul-14,0
5-Jul-14,0
6-Jul-14,0
7-Jul-14,0
8-Jul-14,0
9-Jul-14,0
10-Jul-14,0
11-Jul-14,0
12-Jul-14,0
13-Jul-14,0
14-Jul-14,0
15-Jul-14,0
16-Jul-14,0
17-Jul-14,0
18-Jul-14,0
19-Jul-14,0
20-Jul-14,0
21-Jul-14,0
22-Jul-14,0
23-Jul-14,0
24-Jul-14,0
25-Jul-14,0
26-Jul-14,0
27-Jul-14,0
28-Jul-14,0
29-Jul-14,0
30-Jul-14,0
31-Jul-14,0
1-Aug-14,0
2-Aug-14,0
3-Aug-14,0
4-Aug-14,0
5-Aug-14,0
6-Aug-14,0
7-Aug-14,0
8-Aug-14,0
9-Aug-14,0
10-Aug-14,0
11-Aug-14,0
12-Aug-14,0
13-Aug-14,0
14-Aug-14,0
15-Aug-14,0
16-Aug-14,0
17-Aug-14,0
18-Aug-14,0
19-Aug-14,0
20-Aug-14,0
21-Aug-14,0
22-Aug-14,0
23-Aug-14,0
24-Aug-14,0
25-Aug-14,0
26-Aug-14,0
27-Aug-14,0
28-Aug-14,0
29-Aug-14,0
30-Aug-14,0
31-Aug-14,0
1-Sep-14,0
2-Sep-14,0
3-Sep-14,0
4-Sep-14,0
5-Sep-14,0
6-Sep-14,0
7-Sep-14,0
8-Sep-14,0
9-Sep-14,0
10-Sep-14,0
11-Sep-14,0
12-Sep-14,0
13-Sep-14,0
14-Sep-14,0
15-Sep-14,0
16-Sep-14,0
17-Sep-14,0
18-Sep-14,0
19-Sep-14,0
20-Sep-14,0
21-Sep-14,0
22-Sep-14,0
23-Sep-14,300
24-Sep-14,300
25-Sep-14,0
26-Sep-14,300
27-Sep-14,300
28-Sep-14,300
29-Sep-14,0
30-Sep-14,300
1-Oct-14,300
2-Oct-14,300
3-Oct-14,300
4-Oct-14,300
5-Oct-14,0
6-Oct-14,300
7-Oct-14,0
8-Oct-14,0
9-Oct-14,0
10-Oct-14,0
11-Oct-14,0
12-Oct-14,300
13-Oct-14,0
14-Oct-14,0
15-Oct-14,0
16-Oct-14,277
17-Oct-14,269
18-Oct-14,113
19-Oct-14,0
20-Oct-14,0
21-Oct-14,0
22-Oct-14,0
23-Oct-14,0
24-Oct-14,300
25-Oct-14,300
26-Oct-14,300
27-Oct-14,300
28-Oct-14,0
29-Oct-14,0
30-Oct-14,0
31-Oct-14,0
1-Nov-14,0
2-Nov-14,0
3-Nov-14,0
4-Nov-14,137
5-Nov-14,0
6-Nov-14,177
7-Nov-14,200
8-Nov-14,134
9-Nov-14,0
10-Nov-14,0
11-Nov-14,0
12-Nov-14,0
13-Nov-14,0
14-Nov-14,0
15-Nov-14,169
16-Nov-14,173
17-Nov-14,169
18-Nov-14,141
19-Nov-14,170
20-Nov-14,0
21-Nov-14,0
22-Nov-14,0
23-Nov-14,0
24-Nov-14,0
25-Nov-14,0
26-Nov-14,0
27-Nov-14,180
28-Nov-14,187
29-Nov-14,188
30-Nov-14,183
1-Dec-14,0
2-Dec-14,0
3-Dec-14,0
4-Dec-14,0
5-Dec-14,0
6-Dec-14,0
7-Dec-14,0
8-Dec-14,200
9-Dec-14,200
10-Dec-14,200
11-Dec-14,0
12-Dec-14,0
13-Dec-14,0
14-Dec-14,0
15-Dec-14,0
16-Dec-14,0
17-Dec-14,0
18-Dec-14,0
19-Dec-14,159
20-Dec-14,104
21-Dec-14,0
22-Dec-14,0
23-Dec-14,0
24-Dec-14,0
25-Dec-14,0
26-Dec-14,0
27-Dec-14,0
28-Dec-14,72
29-Dec-14,0
30-Dec-14,53
31-Dec-14,52
1-Jan-15,85
2-Jan-15,53
3-Jan-15,43
4-Jan-15,43
5-Jan-15,55
6-Jan-15,32
7-Jan-15,28
8-Jan-15,2
9-Jan-15,0
10-Jan-15,0
11-Jan-15,0
12-Jan-15,0
13-Jan-15,0
14-Jan-15,0
15-Jan-15,0
16-Jan-15,0
17-Jan-15,0
18-Jan-15,0
19-Jan-15,0
20-Jan-15,0
21-Jan-15,0
22-Jan-15,0
23-Jan-15,0
24-Jan-15,0
25-Jan-15,0
26-Jan-15,0
27-Jan-15,0
28-Jan-15,0
29-Jan-15,0
30-Jan-15,0
31-Jan-15,0
1-Feb-15,0
2-Feb-15,0
3-Feb-15,0
4-Feb-15,0
5-Feb-15,0
6-Feb-15,0
7-Feb-15,0
8-Feb-15,199
9-Feb-15,0
10-Feb-15,0
11-Feb-15,200
12-Feb-15,200
13-Feb-15,200
14-Feb-15,0
15-Feb-15,0
16-Feb-15,0
17-Feb-15,0
18-Feb-15,0
19-Feb-15,0
20-Feb-15,66
21-Feb-15,33
22-Feb-15,0
23-Feb-15,20
24-Feb-15,0
25-Feb-15,0
26-Feb-15,0
27-Feb-15,0
28-Feb-15,0
1-Mar-15,0
2-Mar-15,0
3-Mar-15,0
4-Mar-15,0
5-Mar-15,0
6-Mar-15,0
7-Mar-15,0
8-Mar-15,0
9-Mar-15,0
10-Mar-15,145
11-Mar-15,82
12-Mar-15,111
13-Mar-15,0
14-Mar-15,53
15-Mar-15,0
16-Mar-15,0
17-Mar-15,0
18-Mar-15,0
19-Mar-15,0
20-Mar-15,0
21-Mar-15,0
22-Mar-15,0
23-Mar-15,0
24-Mar-15,0
25-Mar-15,0
26-Mar-15,0
27-Mar-15,0
28-Mar-15,0
29-Mar-15,0
30-Mar-15,191
31-Mar-15,77
1-Apr-15,0
2-Apr-15,0
3-Apr-15,0
4-Apr-15,0
5-Apr-15,0
6-Apr-15,0
7-Apr-15,0
8-Apr-15,0
9-Apr-15,0
10-Apr-15,0
11-Apr-15,0
12-Apr-15,0
13-Apr-15,0
14-Apr-15,0
15-Apr-15,0
16-Apr-15,0
17-Apr-15,0
18-Apr-15,0
19-Apr-15,0
20-Apr-15,0
21-Apr-15,0
22-Apr-15,0
23-Apr-15,0
24-Apr-15,0
25-Apr-15,0
26-Apr-15,0
27-Apr-15,117
28-Apr-15,82
29-Apr-15,114
30-Apr-15,125
1-May-15,199
2-May-15,147
3-May-15,0
4-May-15,0
5-May-15,0
6-May-15,0
7-May-15,0
8-May-15,0
9-May-15,0
10-May-15,0
11-May-15,0
12-May-15,0
13-May-15,0
14-May-15,0
15-May-15,0
16-May-15,0
17-May-15,0
18-May-15,0
19-May-15,0
20-May-15,0
21-May-15,0
22-May-15,0
23-May-15,0
24-May-15,4
25-May-15,0
26-May-15,0
27-May-15,0
28-May-15,0
29-May-15,0
30-May-15,0
31-May-15,0
1-Jun-15,0
2-Jun-15,0
3-Jun-15,0
4-Jun-15,0
5-Jun-15,0
6-Jun-15,0
7-Jun-15,0
8-Jun-15,0
9-Jun-15,0
10-Jun-15,0
11-Jun-15,0
12-Jun-15,0
13-Jun-15,0
14-Jun-15,0
15-Jun-15,0
16-Jun-15,0
17-Jun-15,0
18-Jun-15,0
19-Jun-15,0
20-Jun-15,0
21-Jun-15,0
22-Jun-15,0
23-Jun-15,0
24-Jun-15,0
25-Jun-15,0
26-Jun-15,0
27-Jun-15,0
28-Jun-15,0
29-Jun-15,0
30-Jun-15,0
1-Jul-15,0
2-Jul-15,0
3-Jul-15,0
4-Jul-15,0
5-Jul-15,0
6-Jul-15,0
7-Jul-15,0
8-Jul-15,0
9-Jul-15,0
10-Jul-15,0
11-Jul-15,0
12-Jul-15,0
13-Jul-15,0
14-Jul-15,0
15-Jul-15,0
16-Jul-15,0
17-Jul-15,0
18-Jul-15,0
19-Jul-15,0
20-Jul-15,0
21-Jul-15,0
22-Jul-15,0
23-Jul-15,0
24-Jul-15,0
25-Jul-15,0
26-Jul-15,0
27-Jul-15,0
28-Jul-15,0
29-Jul-15,0
30-Jul-15,0
31-Jul-15,0
1-Aug-15,0
2-Aug-15,0
3-Aug-15,0
4-Aug-15,0
5-Aug-15,0
6-Aug-15,0
7-Aug-15,0
8-Aug-15,0
9-Aug-15,0
10-Aug-15,0
11-Aug-15,0
12-Aug-15,0
13-Aug-15,0
14-Aug-15,0
15-Aug-15,0
16-Aug-15,0
17-Aug-15,0
18-Aug-15,0
19-Aug-15,0
20-Aug-15,0
21-Aug-15,0
22-Aug-15,0
23-Aug-15,0
24-Aug-15,0
25-Aug-15,0
26-Aug-15,0
27-Aug-15,0
28-Aug-15,0
29-Aug-15,0
30-Aug-15,0
31-Aug-15,0
1-Sep-15,0
2-Sep-15,0
3-Sep-15,0
4-Sep-15,0
5-Sep-15,0
6-Sep-15,0
7-Sep-15,0
8-Sep-15,0
9-Sep-15,0
10-Sep-15,0
11-Sep-15,0
12-Sep-15,0
13-Sep-15,0
14-Sep-15,0
15-Sep-15,0
16-Sep-15,0
17-Sep-15,0
18-Sep-15,0
19-Sep-15,0
20-Sep-15,0
21-Sep-15,0
22-Sep-15,0
23-Sep-15,0
24-Sep-15,0
25-Sep-15,0
26-Sep-15,0
27-Sep-15,0
28-Sep-15,0
29-Sep-15,0
30-Sep-15,0
1-Oct-15,0
2-Oct-15,0
3-Oct-15,0
4-Oct-15,0
5-Oct-15,0
6-Oct-15,0
7-Oct-15,0
8-Oct-15,0
9-Oct-15,0
10-Oct-15,0
11-Oct-15,0
12-Oct-15,0
13-Oct-15,0
14-Oct-15,0
15-Oct-15,0
